 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.919913	0.0543236	0.00501707	0.0039353	0.00386418	0.00447132	0.00847517
t	0.59519	0.283076	0.0119048	0.0072253	0.024762	0.0457099	0.0321317
e	0.227363	0.42893	0.0535883	0.0189694	0.0301162	0.0566735	0.184359
k	0.311895	0.42359	0.0393922	0.0191629	0.0375332	0.0951311	0.0732955
a	0.129177	0.346904	0.167783	0.0552571	0.0204372	0.124574	0.155867
m	0.178735	0.529327	0.052455	0.0211092	0.0337264	0.0778827	0.106765
m	0.0657572	0.170841	0.408247	0.115179	0.0199301	0.107588	0.112457
è	0.120216	0.484686	0.240893	0.0437707	0.0145185	0.0379857	0.0579294
n	0.124551	0.473916	0.290074	0.0789826	0.0106177	0.0115243	0.0103337
i	0.0864662	0.168625	0.424766	0.166938	0.069473	0.0410939	0.0426383
s	0.0420612	0.0570374	0.568334	0.27176	0.018403	0.0230345	0.0193696
t	0.0570958	0.0617144	0.332103	0.400631	0.021981	0.0230953	0.10338
o	0.0402322	0.0431588	0.304242	0.384599	0.0427328	0.032768	0.152267
g	0.0459494	0.048757	0.320874	0.446431	0.0323472	0.0355019	0.0701394
i	0.0119721	0.0225236	0.172278	0.290481	0.165863	0.150703	0.186179
a	0.0598178	0.061375	0.220622	0.415065	0.0476783	0.0468804	0.148561
r	0.049358	0.0502524	0.146463	0.41103	0.120504	0.0484168	0.173975
d	0.017793	0.0188069	0.120412	0.261925	0.133823	0.080176	0.367064
ì	0.0157644	0.0165094	0.0856628	0.18944	0.229638	0.0644225	0.398563
n	0.0127457	0.0169122	0.0601943	0.168484	0.500906	0.108586	0.132172
o	0.00981887	0.0130022	0.157081	0.190907	0.176661	0.142971	0.309559
s	0.0227671	0.0185721	0.0329654	0.0471598	0.346256	0.233303	0.298976
t	0.0081853	0.00796397	0.0254172	0.09699	0.271976	0.334974	0.254494
o	0.00606945	0.00614975	0.0134933	0.0226426	0.345629	0.375603	0.230413
c	0.00663637	0.00513882	0.0110991	0.0158832	0.133603	0.518936	0.308704
ì	0.000973721	0.00158742	0.0270176	0.031615	0.0945406	0.787416	0.0568494
p	0.00227749	0.00246415	0.0102982	0.0201368	0.0650129	0.741266	0.158545
o	0.000972145	0.000985553	0.00939916	0.0211055	0.0729772	0.780096	0.114465
</S>	0.0213543	0.0126299	0.0239652	0.0410355	0.10268	0.447097	0.351238
