 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.89049	0.0789517	0.0091723	0.00353592	0.00290914	0.00287081	0.0028858	0.00295814	0.00622611
s	0.393995	0.488321	0.00981668	0.00815778	0.00618685	0.0113792	0.01633	0.0449748	0.0208392
o	0.198651	0.521931	0.0297185	0.0189068	0.0193771	0.0110914	0.0120942	0.054308	0.133923
t	0.250119	0.589663	0.0240805	0.027119	0.0105259	0.0088389	0.0107886	0.0402203	0.0386447
r	0.146173	0.422133	0.0538918	0.0187338	0.0280292	0.0198191	0.0146558	0.111773	0.18479
a	0.193985	0.726708	0.0119287	0.00920548	0.00568368	0.00445286	0.00598372	0.0169112	0.0251417
ù	0.172567	0.452786	0.043505	0.0417835	0.0257766	0.0203927	0.0293969	0.0831498	0.130643
d	0.213355	0.614712	0.0390998	0.0196393	0.0259093	0.0123452	0.0123149	0.0263421	0.0362827
i	0.0647153	0.163327	0.295714	0.165005	0.0476517	0.0256444	0.0139686	0.0700237	0.153951
è	0.113435	0.290623	0.244752	0.0638732	0.0523218	0.0287186	0.0312547	0.0744748	0.100547
n	0.101786	0.164728	0.479519	0.0955368	0.0589316	0.0213006	0.0136329	0.0249825	0.0395824
g	0.0304832	0.100083	0.336902	0.301896	0.0611243	0.0147492	0.00962165	0.0327473	0.112393
r	0.0561984	0.0612161	0.174255	0.282175	0.207416	0.0433132	0.0377324	0.0481586	0.0895348
a	0.0233112	0.0274659	0.210777	0.507306	0.160766	0.017993	0.0101829	0.0219665	0.0202315
m	0.0367322	0.038971	0.124689	0.480393	0.200607	0.0255954	0.0137649	0.0374048	0.0418431
m	0.0131427	0.0223858	0.200274	0.361624	0.196157	0.0441814	0.0263463	0.0480161	0.0878724
è	0.0104984	0.0271222	0.207098	0.36401	0.151242	0.0763058	0.0283145	0.0518187	0.0835897
n	0.0105423	0.0148584	0.146398	0.433119	0.271697	0.0736361	0.0166956	0.0130953	0.0199581
o	0.0206153	0.0391819	0.214255	0.3475	0.157948	0.0464076	0.0225668	0.0371439	0.114381
p	0.0162927	0.0168106	0.0336099	0.189688	0.422442	0.224581	0.0210163	0.0371275	0.0384325
u	0.0081413	0.00934243	0.0980078	0.247618	0.20233	0.144409	0.0887887	0.0478496	0.153513
s	0.0268732	0.0292812	0.0389556	0.142465	0.266781	0.312068	0.0367743	0.050843	0.0959592
s	0.00884108	0.00898234	0.0309832	0.158205	0.223123	0.238847	0.0720024	0.0595213	0.199495
è	0.0125965	0.0153892	0.0265088	0.0810979	0.224128	0.244127	0.0990529	0.0410837	0.256016
n	0.00950973	0.0140615	0.0425911	0.0847449	0.183728	0.337436	0.196837	0.026083	0.105009
a	0.00569205	0.00649721	0.059662	0.146953	0.129293	0.170216	0.194401	0.0961821	0.191104
p	0.0168699	0.016476	0.0195598	0.0507162	0.0644715	0.219559	0.250929	0.162663	0.198756
o	0.00302747	0.00293161	0.026051	0.0871792	0.077911	0.122025	0.401953	0.177151	0.10177
è	0.0182361	0.0194565	0.024043	0.0592422	0.0684254	0.159729	0.205617	0.17458	0.270671
t	0.00612937	0.00647885	0.0236509	0.0638257	0.0698679	0.130828	0.172815	0.332316	0.194089
a	0.00366784	0.00384486	0.0178335	0.101202	0.1366	0.194616	0.194386	0.200615	0.147235
d	0.00981827	0.00986966	0.0127982	0.0291101	0.0319095	0.0573273	0.0951629	0.446494	0.30751
i	0.00188497	0.00215163	0.0206613	0.0851465	0.0806795	0.110966	0.332459	0.282292	0.0837591
k	0.0108532	0.00950903	0.0105257	0.0251248	0.0250158	0.0505193	0.0879116	0.45604	0.324501
ò	0.0030646	0.00312915	0.0299352	0.0762072	0.0688435	0.112235	0.462887	0.143194	0.100504
m	0.00361788	0.0035535	0.00554137	0.0148703	0.0263477	0.0439944	0.0563722	0.632739	0.212964
m	0.0060047	0.00850522	0.0451683	0.158672	0.137118	0.180062	0.179492	0.117784	0.167194
a	0.00575069	0.00506149	0.0162512	0.0209398	0.0236594	0.0445144	0.180026	0.310809	0.392988
</S>	0.0155347	0.0119609	0.0134857	0.011058	0.0346953	0.0498875	0.0994461	0.375257	0.388674
