 	è	possibile	che	è	entrato	da	qui	</S>
i	0.84758	0.0997507	0.0170545	0.00711562	0.00543128	0.00538789	0.00590044	0.01178
s	0.477188	0.340632	0.023179	0.00671383	0.0210094	0.0299825	0.0598135	0.041482
o	0.0800133	0.623754	0.121443	0.0130611	0.0269121	0.00945705	0.0378537	0.0875056
g	0.123352	0.630651	0.0718267	0.0294106	0.0148249	0.0151082	0.0580404	0.0567865
g	0.0523519	0.463886	0.177128	0.0275771	0.0307579	0.0165206	0.122445	0.109334
è	0.0811786	0.611745	0.104677	0.024425	0.0372307	0.0265551	0.0448817	0.0693072
s	0.0722182	0.776595	0.103123	0.014107	0.0101501	0.00640662	0.00959075	0.00780922
t	0.0840886	0.305058	0.259102	0.203374	0.0516123	0.027853	0.0432271	0.0256843
e	0.0557794	0.115207	0.293827	0.332437	0.0916413	0.0274186	0.0474899	0.0361996
k	0.0407282	0.129799	0.442209	0.220034	0.0661929	0.0176239	0.0339012	0.0495121
a	0.0323744	0.0516068	0.254423	0.293007	0.129042	0.0281807	0.0348173	0.176549
m	0.0328542	0.0789266	0.217208	0.457271	0.0987478	0.0206704	0.0320453	0.0622775
b	0.0168894	0.0169665	0.0549002	0.208883	0.362594	0.0779306	0.0493684	0.212468
ì	0.0139225	0.0273653	0.102206	0.428401	0.216475	0.0878347	0.0387573	0.085038
k	0.0118205	0.0295321	0.108346	0.365139	0.330191	0.0775502	0.00869479	0.0687271
e	0.0472013	0.0445633	0.0832146	0.24574	0.284864	0.0651827	0.0425835	0.186651
a	0.00796568	0.0117114	0.0189296	0.113575	0.459324	0.28618	0.0522968	0.050017
p	0.0124694	0.012793	0.0188259	0.0739216	0.410503	0.28309	0.0639356	0.124462
ò	0.00407009	0.00411832	0.0105067	0.0575437	0.188029	0.255359	0.345765	0.134607
t	0.0029137	0.00637627	0.00893071	0.0219974	0.107888	0.157444	0.551404	0.143046
t	0.00268725	0.00288366	0.00452827	0.0234736	0.121605	0.131673	0.575512	0.137637
u	0.00493836	0.00631104	0.00892366	0.0219228	0.112726	0.288007	0.393197	0.163974
</S>	0.00185687	0.00208084	0.00259226	0.00353901	0.0198036	0.0473387	0.724505	0.198283
