 	la	casa	la	costruiscono	i	muratori	</S>
t	0.923025	0.0554889	0.00618738	0.00313664	0.00319144	0.00299227	0.00597832
o	0.582357	0.299283	0.0213474	0.0138834	0.0136114	0.0292517	0.0402655
s	0.278252	0.546852	0.0601189	0.0180163	0.0180347	0.0329306	0.0457955
p	0.125276	0.483631	0.0616918	0.0171492	0.013553	0.0436039	0.255095
ì	0.133383	0.601081	0.0641752	0.0149889	0.0229147	0.0626721	0.100785
t	0.153126	0.781606	0.0366368	0.00540231	0.00612183	0.00776664	0.00934049
i	0.0557179	0.408962	0.37143	0.0801375	0.0202027	0.0326356	0.0309142
t	0.0681214	0.468584	0.294647	0.0315042	0.0182412	0.0379069	0.0809955
o	0.0316516	0.0823747	0.55223	0.176637	0.0217604	0.0379111	0.0974345
f	0.0497708	0.139026	0.557276	0.0780559	0.0157883	0.0442836	0.115799
a	0.010436	0.0603939	0.334734	0.398316	0.0900648	0.0373721	0.0686835
b	0.0453303	0.0927079	0.524478	0.126034	0.0184368	0.0486346	0.144379
b	0.00926501	0.117453	0.315853	0.313825	0.110713	0.0829684	0.0499233
r	0.0271542	0.153276	0.49045	0.161698	0.0559913	0.0440562	0.0673742
i	0.0167159	0.100042	0.532962	0.175733	0.0523804	0.0536193	0.0685476
k	0.0110274	0.0322589	0.476096	0.397594	0.0445461	0.0221155	0.0163618
è	0.0141409	0.0402956	0.168052	0.306533	0.103174	0.0729044	0.2949
o	0.00777679	0.0271467	0.294487	0.386187	0.215215	0.0255816	0.0436064
n	0.0118926	0.0158563	0.119204	0.465378	0.287116	0.0549475	0.0456055
e	0.00663841	0.0180083	0.0965614	0.206839	0.336785	0.109837	0.225331
i	0.0168078	0.017925	0.0373921	0.121222	0.209001	0.241215	0.356436
f	0.0101719	0.0115354	0.0303617	0.100767	0.161878	0.293516	0.39177
a	0.00166686	0.00559471	0.0371955	0.117447	0.234448	0.49477	0.108878
b	0.00645184	0.007407	0.0178463	0.0319966	0.0603334	0.420861	0.455104
b	0.000962208	0.00366263	0.0293161	0.0551671	0.129155	0.674583	0.107154
r	0.00464678	0.0151718	0.052971	0.0703113	0.118144	0.434104	0.304651
i	0.0138924	0.0365102	0.107937	0.189263	0.187758	0.206844	0.257795
k	0.0104119	0.0119017	0.024631	0.068626	0.0979451	0.375363	0.411121
a	0.00362469	0.00448324	0.00831105	0.0335114	0.183161	0.431838	0.33507
t	0.0172183	0.0173229	0.0142412	0.0276374	0.0443975	0.327104	0.552079
ò	0.00325946	0.00351374	0.00512869	0.0142128	0.0474668	0.432373	0.494046
r	0.00555864	0.00606235	0.0138788	0.0332374	0.0607715	0.409766	0.470725
i	0.00565072	0.00608217	0.0103491	0.0229039	0.0357853	0.334882	0.584347
</S>	0.018096	0.0183972	0.0175025	0.0406005	0.0353641	0.2356	0.63444
