 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.908996	0.0330526	0.0181777	0.0079717	0.00491241	0.00416709	0.00417327	0.00421446	0.0049803	0.00935425
n	0.610674	0.149821	0.0371088	0.00999224	0.0106803	0.0176142	0.022137	0.0272796	0.0754155	0.0392772
è	0.1804	0.21854	0.225614	0.023936	0.0437121	0.0164853	0.013483	0.0136201	0.0820217	0.182189
g	0.371454	0.462608	0.0768497	0.020047	0.0124473	0.00599569	0.00822975	0.0102034	0.0189445	0.0132207
r	0.103471	0.208791	0.316379	0.120471	0.0816762	0.0143879	0.0107539	0.00996294	0.0380498	0.0960564
a	0.0414252	0.125366	0.452781	0.205978	0.0651986	0.0156791	0.0151489	0.0149952	0.0365801	0.0268488
t	0.036761	0.0738012	0.506436	0.200102	0.0639198	0.0158196	0.0149089	0.0148956	0.0394078	0.0339476
s	0.0325823	0.062807	0.314367	0.248364	0.142016	0.0310436	0.0143737	0.0116778	0.04551	0.097258
a	0.0329869	0.0459775	0.387438	0.233677	0.101016	0.0296676	0.0159437	0.0146419	0.0537477	0.0849044
m	0.0332527	0.0419687	0.300183	0.315483	0.146725	0.0278107	0.0155664	0.0141355	0.0415411	0.0633338
à	0.0147115	0.03641	0.19686	0.237986	0.290852	0.0494553	0.0230897	0.0182113	0.0438468	0.088577
i	0.0134549	0.0271464	0.165074	0.359748	0.33668	0.0483812	0.0122882	0.00738449	0.0104559	0.0193868
è	0.0184211	0.0202178	0.0620001	0.2008	0.549974	0.0896299	0.0177819	0.00902403	0.0133853	0.0187657
n	0.0120133	0.0163182	0.066058	0.221435	0.528442	0.0838285	0.0285574	0.0121528	0.0106129	0.0205825
a	0.0102103	0.0206688	0.105067	0.168005	0.276507	0.161131	0.0465659	0.0198124	0.0332452	0.158788
g	0.0309015	0.0322761	0.062518	0.0868267	0.291203	0.207242	0.08737	0.0302689	0.0511215	0.120272
r	0.00568155	0.00966951	0.0524016	0.0931365	0.148498	0.245754	0.128081	0.0703225	0.0765449	0.169911
à	0.0119546	0.0122507	0.0189149	0.0347827	0.140213	0.25907	0.15703	0.0456971	0.0438802	0.276206
m	0.00493729	0.00727031	0.0207529	0.0550094	0.171455	0.259682	0.223961	0.129876	0.023846	0.103209
m	0.0104302	0.0264002	0.143547	0.111487	0.234147	0.160472	0.075472	0.0313572	0.0557882	0.1509
a	0.00704996	0.0153037	0.0603526	0.11272	0.206205	0.177174	0.136571	0.0878899	0.0678341	0.1289
s	0.00713949	0.00646484	0.00734353	0.0103764	0.0249673	0.105711	0.211951	0.214135	0.111913	0.299999
o	0.00679525	0.007508	0.0096275	0.0255072	0.0545435	0.214281	0.22557	0.139924	0.0668826	0.249362
n	0.00649024	0.0063638	0.00910555	0.0101153	0.0371042	0.147495	0.253156	0.208289	0.091614	0.230267
a	0.00441137	0.0120235	0.0512017	0.0604038	0.0964868	0.206275	0.148685	0.150033	0.10451	0.165969
d	0.00739879	0.00741227	0.0115235	0.00906158	0.0222288	0.0522926	0.143821	0.221144	0.178741	0.346377
e	0.00240963	0.00628739	0.033878	0.0392341	0.0835374	0.146037	0.128124	0.170077	0.244171	0.146245
r	0.00780093	0.00797018	0.0137314	0.00989787	0.0234026	0.0408815	0.093869	0.193219	0.301251	0.307977
f	0.00239726	0.00325992	0.00699788	0.020773	0.0681681	0.138351	0.127487	0.112799	0.305037	0.21473
ò	0.00266513	0.00275274	0.0045804	0.00404048	0.0134028	0.0380083	0.106785	0.218332	0.39313	0.216303
m	0.000659917	0.000771624	0.00198743	0.00244411	0.00713735	0.0101229	0.0197678	0.0422948	0.754401	0.160413
m	0.00810783	0.0143317	0.0775551	0.0679116	0.14054	0.184583	0.154885	0.0978757	0.115322	0.138888
u	0.00323335	0.0051164	0.00773015	0.0144746	0.0264675	0.117481	0.149874	0.197013	0.170037	0.308573
</S>	0.00894529	0.00775298	0.0059061	0.00980286	0.0114662	0.0204951	0.0377085	0.0488431	0.559537	0.289544
