 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.756376	0.0768862	0.0428695	0.0214691	0.0101722	0.00902251	0.00934333	0.00895488	0.00884823	0.00883727	0.00883228	0.0089295	0.0105261	0.0189326
p	0.606979	0.114039	0.0435197	0.0250498	0.0116743	0.0116557	0.00562143	0.0127491	0.0148737	0.0146923	0.00791194	0.0250268	0.0703073	0.0358998
à	0.139455	0.489375	0.0455419	0.0179635	0.0142215	0.0130888	0.00831352	0.0187972	0.0148029	0.012075	0.00390266	0.00956444	0.0813525	0.131546
o	0.684971	0.134815	0.0512293	0.0240108	0.0115375	0.00502568	0.00692236	0.00567814	0.00736783	0.00798371	0.00666856	0.0131046	0.023721	0.0169641
v	0.258208	0.299869	0.0715821	0.0569863	0.0367529	0.0172059	0.0226764	0.0287955	0.0298184	0.0296633	0.0224688	0.0310406	0.0585994	0.036334
r	0.0295722	0.319969	0.247606	0.15544	0.0400291	0.0345446	0.0170522	0.0276503	0.0104526	0.00748251	0.00240762	0.00508318	0.0268665	0.0758441
ì	0.0662214	0.437619	0.140227	0.067453	0.0417833	0.0234674	0.034344	0.0365927	0.019246	0.0180754	0.0142095	0.0171513	0.0410142	0.0425964
s	0.11878	0.44731	0.182288	0.0598256	0.0325918	0.026075	0.0314111	0.0296409	0.0146359	0.01212	0.00738101	0.00737586	0.0122764	0.0182882
k	0.044998	0.417122	0.163458	0.133417	0.0764033	0.0488008	0.0432258	0.0315421	0.00739577	0.00629306	0.00471336	0.00431936	0.00955783	0.00875312
o	0.0169784	0.252025	0.143621	0.135452	0.12165	0.0955822	0.0741188	0.0884103	0.0155948	0.0128876	0.0118344	0.0057602	0.0117846	0.0143002
n	0.0154931	0.265839	0.346318	0.175091	0.0528607	0.0323494	0.0373976	0.0245477	0.00820626	0.00689297	0.0048096	0.00461752	0.0106212	0.0149561
t	0.0223519	0.286794	0.213403	0.163048	0.080672	0.0813322	0.0394719	0.0568148	0.00766135	0.00538394	0.00315886	0.00337998	0.010206	0.0263219
