 	i	bambini	non	si	vestono	da	soli	</S>
t	0.93362	0.0525722	0.00316215	0.00183745	0.00166752	0.00166638	0.00187198	0.00360224
a	0.609381	0.243936	0.0180174	0.00655509	0.00728693	0.0146632	0.0607975	0.0393627
p	0.28477	0.484323	0.0352853	0.0226275	0.0142439	0.0162117	0.0964275	0.0461108
e	0.103615	0.312456	0.104093	0.0390708	0.0301133	0.0201079	0.198722	0.191822
t	0.191422	0.487786	0.0513995	0.0383089	0.0143767	0.0187742	0.106305	0.0916287
ì	0.0828663	0.158368	0.169948	0.0588001	0.0395508	0.021087	0.215959	0.253421
a	0.14582	0.686536	0.0758086	0.0201161	0.00769139	0.0085767	0.019266	0.0361845
e	0.10654	0.183261	0.321826	0.0938581	0.0366739	0.0307004	0.0848058	0.142335
n	0.0843756	0.10262	0.330438	0.195026	0.0950156	0.0229051	0.0652456	0.104374
i	0.0214651	0.0441887	0.184254	0.306389	0.256497	0.0132754	0.0593082	0.114623
n	0.0610446	0.0732862	0.248676	0.321529	0.153958	0.0104217	0.0524073	0.0786773
d	0.0128858	0.0212408	0.133294	0.292707	0.346237	0.0385492	0.069421	0.0856656
ì	0.047237	0.0495176	0.13315	0.27256	0.180017	0.0686709	0.0643033	0.184544
n	0.0138238	0.0299502	0.124995	0.397424	0.334115	0.049133	0.00848081	0.0420781
n	0.0114712	0.0197366	0.180675	0.211843	0.217268	0.0220048	0.0383688	0.298632
o	0.0217256	0.0232179	0.0789553	0.234237	0.314621	0.0536526	0.0615694	0.212021
t	0.0230942	0.0236742	0.0337778	0.159726	0.263915	0.225203	0.0745052	0.196104
t	0.0170631	0.017277	0.0340342	0.14307	0.200334	0.131792	0.0686915	0.387738
e	0.0124496	0.0129506	0.0168996	0.0668041	0.117802	0.297184	0.106213	0.369696
m	0.0137141	0.0142923	0.0155234	0.0403825	0.0707769	0.312383	0.166493	0.366434
a	0.00603853	0.00949896	0.0811584	0.117386	0.162325	0.325591	0.13511	0.162892
n	0.0143956	0.0147683	0.0153339	0.0263894	0.0393259	0.153698	0.280837	0.455252
e	0.00315112	0.00359869	0.0364587	0.0591923	0.0776658	0.203625	0.455924	0.160385
c	0.0087902	0.00847315	0.00867043	0.0127284	0.0184547	0.0556544	0.544762	0.342467
h	0.00178595	0.00327027	0.0257571	0.0534147	0.0770183	0.169068	0.564797	0.104889
à	0.00822058	0.00772338	0.00948667	0.0165434	0.0167982	0.0867576	0.543288	0.311182
t	0.0014421	0.00129944	0.00214645	0.00595749	0.00849935	0.0172396	0.819271	0.144145
u	0.00138088	0.00111515	0.00165722	0.00386051	0.00539747	0.0250966	0.792922	0.16857
</S>	0.00409557	0.00269071	0.00316725	0.00366246	0.00614233	0.0116998	0.7767	0.191841
