 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.962233	0.0207695	0.00462633	0.00322864	0.00277363	0.00220286	0.00416659
m	0.76002	0.113045	0.0157449	0.0196957	0.0188794	0.0314584	0.0411567
à	0.249722	0.283255	0.225847	0.0238089	0.0150494	0.025924	0.176394
k	0.255296	0.652341	0.0343605	0.0179807	0.016721	0.0166778	0.00662339
i	0.0789824	0.4002	0.272763	0.0274322	0.0322603	0.051147	0.137216
n	0.0632269	0.454109	0.365747	0.0212733	0.0213248	0.0477155	0.026603
a	0.0331579	0.275951	0.450478	0.0188573	0.0196092	0.0515818	0.150365
t	0.0655797	0.219974	0.519763	0.0309547	0.0227163	0.0715773	0.0694345
è	0.0460447	0.087702	0.203662	0.147755	0.0504703	0.114548	0.349819
l	0.0487139	0.154255	0.474212	0.176874	0.044664	0.0417124	0.0595681
i	0.0122223	0.0604452	0.187662	0.210132	0.0642257	0.0790719	0.386241
s	0.0281824	0.0742241	0.0961599	0.441593	0.113911	0.147419	0.0985101
t	0.019795	0.0299193	0.0479926	0.418776	0.115399	0.125324	0.242795
i	0.0136545	0.0302811	0.0310286	0.387372	0.178596	0.091742	0.267326
a	0.0144305	0.0351405	0.0310122	0.335305	0.275515	0.16422	0.144376
m	0.0150974	0.0255486	0.02702	0.397555	0.314974	0.113961	0.105844
m	0.00660114	0.0390256	0.111089	0.178121	0.3298	0.182152	0.153211
è	0.00430127	0.0347626	0.087699	0.247051	0.360222	0.125233	0.140732
n	0.0131794	0.0600562	0.0711974	0.332178	0.380679	0.0503995	0.0923101
i	0.0246342	0.065305	0.083384	0.215545	0.194342	0.103402	0.313388
à	0.0289478	0.0260784	0.0344054	0.126983	0.224333	0.187891	0.371361
t	0.0101743	0.0274667	0.0360493	0.172387	0.279303	0.236957	0.237663
t	0.00489181	0.0131566	0.0231081	0.221048	0.247796	0.259298	0.230703
o	0.0159528	0.0467305	0.042934	0.197011	0.393401	0.114258	0.189713
m	0.00918391	0.0229471	0.0226964	0.0477602	0.101447	0.44121	0.354755
e	0.00478959	0.0212332	0.023931	0.162803	0.305917	0.288978	0.192348
k	0.00700465	0.0118819	0.011251	0.0469975	0.114098	0.402421	0.406346
k	0.00136667	0.0053717	0.00933091	0.0559325	0.119295	0.60583	0.202873
à	0.00519308	0.00748195	0.00787851	0.0563302	0.159318	0.340104	0.423694
n	0.0041278	0.0126018	0.0128445	0.051958	0.0628342	0.436618	0.419016
i	0.0135324	0.015106	0.0193368	0.0631102	0.117501	0.238144	0.53327
k	0.0108535	0.00953404	0.0132862	0.0367235	0.1378	0.266559	0.525244
o	0.0408303	0.0393137	0.0413631	0.0652527	0.135586	0.103264	0.57439
</S>	0.00970391	0.0177008	0.0180991	0.0579562	0.113834	0.299507	0.483198
