 	sul	muro	vuole	uno	specchio	</S>
a31	4.1730614e-06	0.00039367506	0.036831222	0.603676	0.3085757	0.05051921
a39	2.940369e-07	7.875987e-06	0.00037089566	0.44335505	0.5448666	0.011399186
a35	4.08975e-05	0.00024356086	0.0005249633	0.02087444	0.94386905	0.034447066
a31	6.317576e-05	0.00032591284	0.00040248682	0.012265783	0.93965054	0.047292143
a2	1.0299647e-09	4.647265e-08	6.737117e-06	0.1138101	0.8787022	0.007480852
a0	1.2104938e-07	1.3302417e-06	1.3113723e-05	0.010136435	0.96895367	0.02089535
a20	3.167458e-06	1.6236303e-05	2.2628741e-05	0.001652349	0.9195564	0.07874918
a18	6.050389e-06	2.5223231e-05	2.0801359e-05	0.0011628225	0.8890729	0.10971221
a31	2.8347724e-05	0.000117595024	7.6583034e-05	0.0018854642	0.8906523	0.10723971
a0	7.37678e-08	2.6638263e-06	8.878121e-05	0.050796706	0.9386167	0.0104951095
a31	4.637402e-06	1.3524993e-05	1.01063515e-05	0.0005853949	0.80246544	0.19692087
a46	2.547722e-07	1.19828455e-05	0.0004081461	0.13703601	0.84704965	0.015493947
a33	1.9798762e-07	6.00603e-07	1.0151762e-06	0.00025878035	0.6725525	0.3271869
a8	2.0128924e-08	1.0498913e-07	4.167619e-07	0.00022073131	0.67474926	0.32502952
a31	3.2103376e-08	2.1137994e-07	9.808613e-07	0.00033376564	0.72949916	0.27016586
</S>	1.9291285e-06	4.6113524e-05	0.00043723642	0.070774466	0.8830234	0.04571691
