 	sicuramente	stanno	ancora	svegli	</S>
a17	0.00041316196	0.00017819146	0.24772078	0.6523051	0.09938275
a24	0.037436627	0.0011681699	0.009143416	0.6649773	0.28727448
a28	0.0012248027	0.00011303514	0.015879534	0.8389195	0.14386302
a37	0.016322836	0.0007189694	0.01188535	0.7386936	0.23237923
a18	0.009447999	0.00046844484	0.010905254	0.7492174	0.22996089
a39	0.00675684	0.0003868054	0.012790463	0.70328397	0.27678192
a31	0.01016336	0.00074130687	0.02195331	0.7012375	0.26590455
a39	0.24371941	0.027421968	0.19647892	0.4805371	0.0518426
a31	0.006626512	0.0007143364	0.046851326	0.78309643	0.16271143
a46	0.082073495	0.014129674	0.2507139	0.58386415	0.069218755
a31	0.0004554079	0.00010150008	0.016591009	0.7902513	0.19260071
a18	0.01968094	0.0044858255	0.19448328	0.6902287	0.091121264
a31	8.3976985e-05	3.690932e-05	0.011568043	0.7896873	0.19862373
a39	0.008664685	0.00282077	0.1751621	0.7235541	0.08979835
a31	2.576088e-05	2.0339721e-05	0.009172725	0.7761492	0.21463196
a41	0.0052341726	0.0028325976	0.14434533	0.7639427	0.08364523
a39	7.725008e-06	1.2132705e-05	0.007015516	0.73731923	0.2556453
a28	7.588539e-06	1.2025119e-05	0.0067648366	0.69111484	0.30210072
a20	1.8257218e-05	2.3727167e-05	0.010218977	0.6917843	0.29795468
a31	1.9601915e-05	2.6273325e-05	0.010461322	0.6658671	0.32362574
a39	0.0012923444	0.0009273201	0.19364935	0.71724546	0.0868855
a35	8.6556665e-06	2.4919107e-05	0.01528493	0.6848663	0.29981524
a31	8.173125e-06	2.0934318e-05	0.012898764	0.69082963	0.29624245
a11	0.000353627	0.0005774247	0.17396049	0.718588	0.10652047
a18	6.3145235e-06	2.8219823e-05	0.0190401	0.6758483	0.30507705
a24	4.6004957e-06	1.9588828e-05	0.015588579	0.69856554	0.2858217
a31	4.8789345e-05	5.4597567e-05	0.004228782	0.6917898	0.303878
a18	0.00034859075	0.0005974409	0.17480306	0.72729194	0.09695887
a31	4.0144128e-06	2.5462454e-05	0.021532519	0.692443	0.285995
a18	0.000118274445	0.00041895118	0.14950839	0.69492716	0.1550273
a15	1.6282008e-06	1.5635507e-05	0.014689279	0.62738395	0.35790953
a8	1.8639892e-06	1.0975906e-05	0.011194436	0.6737718	0.31502092
a39	2.6557282e-06	1.3087856e-05	0.011923104	0.6586347	0.3294265
a31	4.1601293e-06	1.9743115e-05	0.01563087	0.7129535	0.27139178
</S>	0.00011043924	0.00032767985	0.13675769	0.75787115	0.10493309
