 	li	vestono	i	genitori	</S>
a31	8.852217e-07	0.00052091666	0.9824113	0.016477942	0.0005888826
a46	4.8967736e-06	0.00032584195	0.8592898	0.1401848	0.00019463556
a18	7.6971e-05	0.0001741666	0.0017868778	0.989795	0.0081669735
a35	1.902888e-05	6.906249e-05	0.001289768	0.9925121	0.0061099385
a15	0.0001507614	0.00032749336	0.0020416975	0.9864666	0.011013449
a39	0.00040539535	0.0005022709	0.0026205112	0.977984	0.01848773
a31	0.0021428023	0.0024874914	0.0074709593	0.9680568	0.019841976
a11	0.013660481	0.10961667	0.35531583	0.5187026	0.0027043845
a20	0.0017233783	0.0036657464	0.019945882	0.9616387	0.01302634
a31	0.00030711674	0.0004952916	0.0061447965	0.96909744	0.023955306
a39	0.011234336	0.06628906	0.25418994	0.66329753	0.004989144
a20	0.00010273618	0.00028309482	0.007188494	0.9708036	0.021622093
a46	2.9811332e-05	7.756918e-05	0.0030038112	0.9640725	0.03281629
a31	1.3602368e-05	4.458416e-05	0.0021312444	0.9549353	0.042875335
a15	0.002997221	0.011609447	0.103031844	0.873222	0.009139565
a24	1.2284091e-06	1.093815e-05	0.0018509532	0.9561197	0.04201719
a20	6.3303094e-05	0.0001805094	0.002099826	0.94304705	0.054609362
a31	9.308039e-07	1.0546349e-05	0.0021404754	0.9559292	0.041918766
a13	0.00032236005	0.0018511456	0.058932193	0.92422956	0.01466478
a46	4.5296525e-07	1.02401345e-05	0.004580277	0.95242935	0.04297974
a14	8.5169326e-08	2.6331415e-06	0.0017841078	0.9438214	0.054391854
a20	3.2422048e-07	8.5211905e-06	0.0025000894	0.94355226	0.053938765
a31	3.8976488e-08	1.8110892e-06	0.0016768281	0.9447473	0.053574033
</S>	1.1956831e-05	0.00020796832	0.033837814	0.9386642	0.027278079
