 	questo	muro	vuole	uno	specchio	</S>
a31	3.377583e-06	0.0031657992	0.3661747	0.56757087	0.05582955	0.0072557563
a24	3.303207e-06	0.00023426955	0.008201329	0.879511	0.108151905	0.0038981806
a31	7.353066e-07	6.055971e-05	0.00097034994	0.24237151	0.7287904	0.027806466
a41	8.594183e-08	2.4955689e-05	0.002183305	0.77890843	0.21553536	0.003347806
a39	6.9575535e-06	3.5895027e-05	4.2822914e-05	0.0057637533	0.90990025	0.08425032
a43	1.9698841e-06	1.974866e-05	5.5757097e-05	0.015847731	0.91957563	0.064499184
a24	7.2340167e-06	5.6644563e-05	0.00012840137	0.023811067	0.90997005	0.06602658
a37	2.364473e-06	6.0717168e-05	0.00027458073	0.05015155	0.88541263	0.06409815
a20	0.00022956762	0.0007180816	0.0004659763	0.012360363	0.91516215	0.07106382
a41	0.00010451719	0.00044228847	0.0003903171	0.017758261	0.91476697	0.066537574
a18	0.00016656502	0.00078239746	0.0006856071	0.019495264	0.9209164	0.057953846
a31	0.00013284181	0.0005901536	0.00060851936	0.022044078	0.9137141	0.062910385
a11	8.607715e-05	0.0033518062	0.0118661355	0.10704474	0.8581995	0.019451763
a31	2.1533973e-05	0.00016148647	0.00024811667	0.010830643	0.91516906	0.07356911
a29	2.030173e-05	0.0041934145	0.018157884	0.26441553	0.69868356	0.014529275
a7	1.8523964e-06	2.3314416e-05	6.811317e-05	0.005791205	0.8825781	0.111537464
a31	8.653079e-06	0.00012973932	0.00036861157	0.018537544	0.9003106	0.08064488
a37	2.4507886e-05	0.0059853517	0.014591952	0.20097789	0.75343245	0.024987862
a31	3.3190247e-07	9.038291e-06	5.9657446e-05	0.0051136864	0.8080949	0.1867224
a20	2.666914e-05	0.0054691266	0.00891314	0.16836765	0.78214496	0.03507841
</S>	4.1344354e-08	2.5869108e-06	3.3935736e-05	0.0036717348	0.7554167	0.24087505
