 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	2.1361999e-05	1.9174886e-05	9.264961e-06	1.0774432e-05	0.0025187517	0.38664365	0.33604816	0.2747289
a31	0.15248355	0.13189135	0.083562486	0.069966175	0.39181423	0.05165718	0.041351095	0.07727396
a37	2.4170618e-07	1.8857678e-07	1.1550929e-07	2.3730891e-07	8.8799294e-05	0.58179665	0.32530665	0.09280711
a31	0.017256247	0.014445682	0.0106644835	0.011642686	0.104891405	0.34970257	0.22520998	0.26618686
a20	1.4543856e-07	1.1579141e-07	8.277598e-08	1.9562948e-07	7.219069e-05	0.6625659	0.27195355	0.06540789
a31	0.011106273	0.009640203	0.00782449	0.008170891	0.05984799	0.22571641	0.27917907	0.3985147
a20	1.5359947e-07	1.2502528e-07	1.05654095e-07	2.8519912e-07	0.00010607445	0.8062504	0.16184522	0.031797633
a13	0.0030243061	0.0028054933	0.0025639248	0.0024687317	0.0144775985	0.073771246	0.3130751	0.5878136
a20	0.0004963685	0.00046221097	0.0004315289	0.0004983507	0.0051784036	0.082045965	0.36145592	0.5494312
a24	0.00080025743	0.00080005405	0.00077068195	0.0006581244	0.0038758272	0.025790332	0.25855556	0.7087492
a31	0.06106854	0.06671739	0.055393588	0.037634727	0.09700397	0.06907748	0.08043545	0.5326688
a0	0.01125356	0.009579914	0.0076161204	0.010623669	0.29939187	0.38752943	0.082594335	0.19141108
a35	9.5181254e-05	0.00010263417	0.00010669213	8.019087e-05	0.0011657337	0.027068906	0.18748908	0.78389156
a0	4.7387384e-05	5.043538e-05	5.202987e-05	3.6912934e-05	0.0005502317	0.011830437	0.13243979	0.8549928
a31	2.9648485e-05	3.0401665e-05	3.061216e-05	2.2548968e-05	0.0004259692	0.0071196887	0.10149139	0.8908498
a11	0.0051216097	0.0051757437	0.004308692	0.0037437868	0.05267634	0.25960648	0.14260297	0.5267644
a20	6.7183005e-06	7.022325e-06	7.5457765e-06	6.667309e-06	0.00017186708	0.017402356	0.13666299	0.84573483
a41	2.220969e-06	2.2873699e-06	2.5165652e-06	2.1944934e-06	6.628215e-05	0.006876887	0.1096214	0.8834263
a10	7.489941e-06	7.5612647e-06	8.124658e-06	7.1017357e-06	0.0002044865	0.012208764	0.10464812	0.8829084
</S>	7.266647e-06	7.6059237e-06	8.137491e-06	6.6738685e-06	0.0002012663	0.01305856	0.11235313	0.87435734
