 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	1.0363383e-06	3.3575938e-07	1.5305953e-06	0.0015019326	0.013874632	0.9467256	0.020384084	0.017510917
a31	0.014012088	0.008224589	0.030824125	0.040395427	0.017637743	0.6763937	0.12470353	0.08780883
a8	5.4005547e-09	7.7560564e-10	9.480434e-10	4.7329286e-06	0.0010031749	0.9955942	0.002931697	0.0004662377
a31	0.006897216	0.00272566	0.006299109	0.022459298	0.013250196	0.52942413	0.27627248	0.14267187
a17	2.604591e-09	4.279476e-10	4.1602496e-10	1.9182878e-06	0.00065157155	0.98946357	0.008515395	0.0013675643
a18	0.0031744635	0.0011541119	0.0025027199	0.009154416	0.0055454727	0.24869917	0.47755593	0.25221372
a31	0.0005777582	0.00018508857	0.00043566248	0.0033657684	0.004529184	0.30243894	0.4294841	0.25898346
a17	1.201334e-08	1.4107081e-09	1.7482097e-09	4.53968e-06	0.00094057363	0.98035645	0.016637623	0.0020609018
a30	0.0005306574	0.00018875844	0.0004868409	0.0013005527	0.000689829	0.047859635	0.59703976	0.351904
a17	2.6879123e-05	6.896556e-06	1.7731518e-05	0.00019238582	0.0004073004	0.093291655	0.6012115	0.30484563
a39	0.00079669565	0.00030634835	0.0011265425	0.002080898	0.0014432729	0.1090438	0.53252196	0.35268044
a17	0.00044827792	0.00018301445	0.0007928918	0.0013448274	0.001034888	0.08996082	0.5118057	0.39442956
a31	0.0009832035	0.0004463312	0.0025549158	0.0032853766	0.0027396446	0.22608685	0.42897844	0.33492523
a17	1.4605827e-05	1.5391082e-06	3.474761e-06	0.00077650684	0.004869106	0.80969375	0.15986405	0.024776934
a20	5.7971276e-05	2.1483336e-05	0.00012504957	0.00016970433	0.00011441482	0.015796246	0.5905685	0.39314663
a27	9.524399e-05	3.562278e-05	0.0002354356	0.00032765674	0.00030889013	0.0458746	0.55219233	0.4009302
a20	0.00055875	0.0002619475	0.0018009512	0.0017837946	0.0014173808	0.11162379	0.491912	0.39064136
a31	0.0002822649	0.00012385668	0.0010091818	0.0011430475	0.001354661	0.15558599	0.4543862	0.3861148
a18	0.00033389655	6.0202423e-05	0.00014973647	0.0055877143	0.006830754	0.30563778	0.51587605	0.16552384
a31	1.6454842e-05	4.7019944e-06	3.5419904e-05	8.134657e-05	9.464197e-05	0.020852229	0.59338737	0.38552776
a13	1.096485e-05	9.695489e-07	2.5007676e-06	0.00094280025	0.004455417	0.6358961	0.3089572	0.049734052
a20	2.8866612e-06	8.102364e-07	5.831232e-06	1.7670165e-05	2.5471065e-05	0.008038453	0.6045419	0.38736704
a31	3.922614e-06	1.0027464e-06	8.5672045e-06	2.4908471e-05	4.4428463e-05	0.01434178	0.5830029	0.40257245
a28	3.5489702e-06	2.6464244e-07	7.604311e-07	0.0006179075	0.0042792694	0.7885748	0.18120871	0.025314722
a31	7.294455e-07	2.1120645e-07	1.6441584e-06	5.268467e-06	1.0936264e-05	0.0042684088	0.5775521	0.4181608
a8	1.1301942e-06	6.663737e-08	1.928595e-07	0.0004904499	0.0046714423	0.8775887	0.104270935	0.012977058
a17	4.837321e-08	1.4775186e-08	9.8776916e-08	5.651765e-07	2.3662483e-06	0.0019585157	0.5633158	0.43472257
a8	4.246468e-08	6.325515e-09	5.0296165e-08	1.1126215e-06	6.7701685e-06	0.0074378313	0.62193525	0.37061894
a23	2.450044e-07	2.6512055e-08	2.2225323e-07	4.6154405e-06	2.2418017e-05	0.012141568	0.57623047	0.41160047
a8	9.743127e-07	8.352798e-08	8.087078e-07	1.8006944e-05	8.0448175e-05	0.02829972	0.54706824	0.42453173
a20	1.6597986e-06	1.5054114e-07	1.5129019e-06	3.2753705e-05	0.00013692264	0.043393414	0.5308108	0.42562276
a31	2.6905418e-06	2.484182e-07	2.705793e-06	5.0638082e-05	0.0002055677	0.061287664	0.5266713	0.4117792
a39	4.528031e-06	4.4974212e-07	2.1646645e-06	0.00073999685	0.0032191917	0.6272228	0.30774143	0.06106946
a18	9.617852e-08	1.327811e-08	1.16274734e-07	2.1028618e-06	1.0850904e-05	0.005647445	0.57192063	0.4224187
a37	1.8939228e-07	1.8517719e-08	1.7742552e-07	5.5665937e-06	3.0541116e-05	0.01745945	0.5978321	0.38467205
a31	4.4146333e-07	4.135054e-08	4.1711414e-07	1.30303315e-05	6.7022964e-05	0.033545487	0.59197783	0.37439576
a8	3.5143464e-06	3.4380724e-07	1.6913539e-06	0.0007422725	0.0032096019	0.49149588	0.41667867	0.087867975
a23	9.368527e-09	1.2037776e-09	6.799447e-09	3.1146024e-07	2.5076765e-06	0.0019233334	0.5323366	0.4657372
a37	1.716878e-08	1.1191916e-09	6.6761223e-09	1.1570573e-06	1.0855278e-05	0.008642566	0.5804146	0.41093084
a8	6.599885e-08	4.7249253e-09	3.5872617e-08	4.6671607e-06	4.15268e-05	0.030047383	0.609625	0.36028144
</S>	1.00836054e-07	6.519731e-09	4.3695852e-08	6.474886e-06	5.0125145e-05	0.02888447	0.5822932	0.38876545
