 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	1.8216438e-08	1.0338297e-08	9.710728e-09	3.8963005e-08	9.376264e-06	0.009056883	0.92460763	0.06590892	0.00041714075
a20	3.0490146e-08	1.521001e-08	1.269974e-08	3.4896104e-08	1.6440641e-06	0.00025069847	0.45091885	0.54847664	0.0003520064
a28	1.7163025e-05	1.232027e-05	1.04624205e-05	1.9306812e-05	0.00010212202	0.00031498994	0.0063124406	0.9897384	0.0034727515
a31	3.3607123e-06	2.4052106e-06	2.114116e-06	4.166784e-06	2.7476135e-05	0.00011403256	0.0058597648	0.9913891	0.0025976857
a39	5.3046515e-11	2.9511546e-11	2.2006081e-11	5.5826996e-11	4.348603e-09	4.048799e-06	0.09010792	0.9096764	0.00021167779
a24	1.61768e-06	1.3413123e-06	1.2207687e-06	2.0367531e-06	7.756959e-06	2.06058e-05	0.0010177237	0.9879237	0.011024017
a31	1.170219e-07	1.02370706e-07	1.0180563e-07	1.8695266e-07	1.0321697e-06	7.496054e-06	0.0018247736	0.9877808	0.01038534
a17	1.2201133e-09	5.507396e-10	4.598873e-10	1.3776812e-09	1.4013892e-07	7.2933566e-05	0.095322125	0.90427494	0.00032976965
a31	3.0737115e-06	3.1908032e-06	3.3619517e-06	5.0410376e-06	1.0582619e-05	1.7625349e-05	0.00074000587	0.96088964	0.038327437
a39	1.325397e-09	6.090779e-10	5.3308336e-10	1.6599646e-09	1.9181277e-07	0.00011022411	0.11139936	0.8880007	0.0004894439
a41	2.6679925e-07	3.3220394e-07	3.800519e-07	5.1644776e-07	9.3931516e-07	3.2456278e-06	0.0004939778	0.9245542	0.074946135
a31	2.3204406e-08	2.6661738e-08	3.144566e-08	5.037112e-08	2.0924456e-07	2.1900335e-06	0.00075633975	0.96511626	0.034124997
a33	4.092364e-08	2.0528539e-08	1.9306492e-08	6.115017e-08	5.4582733e-06	0.00082186563	0.0708493	0.9261115	0.0022116164
a31	4.6256683e-09	5.8623795e-09	7.423007e-09	9.406228e-09	3.008443e-08	4.834506e-07	0.00034672077	0.7969895	0.20266327
</S>	1.09087445e-07	8.164478e-08	7.7940165e-08	2.0328564e-07	7.750944e-06	0.000426761	0.03447717	0.95763123	0.0074566235
