 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.000112074704	4.3978325e-05	3.8862407e-05	2.4947934e-05	2.9342718e-05	0.00014499825	0.032230854	0.9436405	0.008237921	0.015496474
a24	0.00015049138	2.7628215e-05	7.939499e-06	1.8974248e-06	1.189948e-06	4.98325e-06	0.0001732375	0.19244735	0.3453356	0.46184972
a16	1.26590885e-05	5.062302e-07	1.9832316e-07	8.037977e-08	5.6574194e-08	1.7101401e-07	3.0911535e-06	0.002146745	0.15809326	0.83974326
a28	0.0036246707	0.00019374276	0.00011116727	5.909006e-05	3.1233118e-05	0.0001266199	0.0013815444	0.034939777	0.17116511	0.788367
a31	0.024065545	0.0013522618	0.000929379	0.0005894588	0.0002885858	0.001316987	0.01344903	0.14266568	0.21938866	0.59595436
a37	2.9391629e-06	1.4308286e-07	2.8427122e-08	7.7393985e-09	4.645072e-09	2.161949e-08	7.0448743e-07	0.0015129963	0.25555953	0.74292356
a24	0.008177011	0.00044056188	0.00034819174	0.00023707234	0.00012535177	0.0004971816	0.004007964	0.019757738	0.10187961	0.8645294
a46	0.00037206587	7.605385e-06	7.163497e-06	5.8420496e-06	3.524734e-06	1.1424005e-05	0.00011610222	0.004196591	0.06727372	0.928006
a31	0.12719005	0.005672576	0.007883124	0.008853381	0.004281429	0.019009657	0.12519498	0.12092976	0.10420847	0.4767765
a10	1.1231579e-05	3.23979e-07	7.83734e-08	2.6431364e-08	1.6847872e-08	7.0388786e-08	1.8527379e-06	0.0021786517	0.2446876	0.7531202
a11	0.014642384	0.00059943035	0.0006738764	0.0005797494	0.00031801854	0.0012156432	0.008792815	0.015505899	0.061311636	0.8963605
a31	0.009724479	0.00021418564	0.00021934418	0.0002003055	0.00010956562	0.00042020302	0.0035128254	0.019967707	0.08123365	0.88439775
a0	2.1857088e-05	5.2598597e-07	1.455846e-07	5.4606925e-08	3.599322e-08	1.3953067e-07	3.3989775e-06	0.0032069404	0.24820755	0.7485593
a31	0.0071743736	0.00023543402	0.00047679414	0.0006608082	0.00040751297	0.0012522177	0.0065049357	0.0044579166	0.037724663	0.9411054
a39	5.9501937e-05	9.621538e-07	2.688841e-07	1.0716044e-07	7.5401886e-08	2.8082368e-07	7.4552013e-06	0.00746323	0.34552765	0.6469404
a29	0.0013475753	4.0095572e-05	9.304638e-05	0.00014325634	0.00010000733	0.00025816952	0.0012414907	0.0008727938	0.021227375	0.9746762
a41	0.0050567714	8.1702594e-05	0.00014445778	0.00018867223	0.00013279537	0.00036997272	0.0023586908	0.0051670983	0.046990693	0.9395092
a35	0.006204357	0.00011097695	0.00025874327	0.00042886208	0.00032250152	0.00079381344	0.004077954	0.004685005	0.043705817	0.939412
a20	0.010391882	0.00021354399	0.0006117289	0.0015550049	0.0012929236	0.0028026842	0.010909043	0.00776487	0.06529428	0.899164
a31	0.011758262	0.0002722142	0.00072508876	0.002149362	0.001883548	0.0038970858	0.013889075	0.011409364	0.087545	0.866471
a37	0.000999411	1.2508409e-05	1.04100445e-05	7.853352e-06	6.510074e-06	1.772775e-05	0.00024664626	0.011892529	0.16091497	0.82589144
a2	0.000495428	1.1949925e-05	3.31668e-05	8.371805e-05	8.3778425e-05	0.00013865401	0.00047796484	0.00039278576	0.019648086	0.9786345
a20	0.0014934918	1.9277279e-05	2.9579205e-05	3.190506e-05	3.0262438e-05	6.85516e-05	0.00065970677	0.0054966183	0.09954937	0.8926212
a0	0.00031058284	7.924712e-06	2.4871624e-05	6.378726e-05	7.653733e-05	0.00011070772	0.00039332328	0.00053684815	0.035504777	0.9629707
a31	0.0005547292	1.517508e-05	4.5853012e-05	0.00013248296	0.00014799432	0.00022072527	0.00070100365	0.0009171582	0.04265797	0.9546069
a16	0.0015013556	1.5768695e-05	1.1294039e-05	8.452562e-06	7.0394303e-06	2.0682479e-05	0.00040943912	0.028420893	0.2944951	0.67511
a31	0.00023888185	6.647102e-06	2.3383547e-05	5.535975e-05	6.982808e-05	9.927373e-05	0.0003791051	0.0006365946	0.045348503	0.95314246
a20	0.0010691078	1.2050798e-05	7.538896e-06	5.248382e-06	4.291087e-06	1.3141085e-05	0.00029467428	0.031053772	0.35040298	0.6171372
</S>	0.00027441347	8.213235e-06	2.6610905e-05	5.7433586e-05	7.822626e-05	0.00011022753	0.0004928317	0.0009539212	0.062020972	0.93597716
