 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	1.2916267e-11	4.2207006e-12	1.3932007e-10	1.6960735e-07	0.00045131875	0.99775285	0.001795561	2.9667412e-08
a46	5.8409532e-05	1.7352753e-05	3.1621323e-05	7.27655e-05	0.0001828114	0.023219677	0.97616094	0.0002563418
a39	1.4953325e-05	5.388513e-06	1.1760405e-05	3.299134e-05	0.00010390609	0.018190922	0.98146075	0.00017926314
a31	3.0074e-05	8.1297e-06	1.7331686e-05	5.4815875e-05	0.00015398068	0.017553147	0.9817478	0.00043466044
a20	1.4580864e-07	1.4776437e-07	1.4884897e-06	6.481136e-05	0.0033335122	0.5794796	0.41711798	2.3272473e-06
a31	2.4407991e-05	9.636987e-06	1.964412e-05	6.274386e-05	0.00034259722	0.055774737	0.9426392	0.0011271191
a15	2.3882026e-07	2.7033815e-07	2.7785327e-06	0.00012998588	0.0074847494	0.6515415	0.34083524	5.303294e-06
a11	3.810798e-05	1.2416837e-05	2.0800457e-05	6.0321956e-05	0.00038316174	0.05326134	0.9416736	0.0045502973
a31	5.493069e-05	1.3201067e-05	2.7420789e-05	0.000114408016	0.00060214	0.067880675	0.92869914	0.002608052
a46	5.8055357e-06	4.4775447e-06	2.8126033e-05	0.00068595185	0.018532552	0.7647207	0.21598269	3.9798157e-05
a31	2.6267619e-05	8.742685e-06	2.0011385e-05	0.000106966385	0.0012824605	0.11356999	0.8789943	0.005991274
a46	6.870861e-06	5.315829e-06	3.4527795e-05	0.0009760421	0.030102657	0.7648713	0.20392573	7.76431e-05
a31	1.3032796e-05	4.0980776e-06	1.0157186e-05	6.7647015e-05	0.0011031043	0.09963978	0.88947654	0.009685676
a15	6.0643215e-06	4.83158e-06	3.4507277e-05	0.0012101497	0.04231297	0.7318071	0.22448863	0.00013580392
a31	4.2813945e-06	1.2894614e-06	3.485755e-06	2.767089e-05	0.00058345165	0.067963846	0.91858405	0.012831898
a20	4.0686655e-06	3.861676e-06	3.5196343e-05	0.0017075426	0.061762407	0.65066564	0.28562045	0.00020083717
a18	3.6758852e-06	1.1812244e-06	3.2313935e-06	2.6063084e-05	0.0005819791	0.06781301	0.90993065	0.021640172
a46	1.2220871e-06	4.0918243e-07	1.3745984e-06	1.4119918e-05	0.00036238527	0.053959087	0.93145365	0.014207747
a31	1.3045039e-06	4.5584383e-07	1.3546093e-06	1.0523166e-05	0.00022285308	0.041719757	0.93403316	0.024010664
a15	9.489291e-06	4.21628e-06	2.1725284e-05	0.0005930256	0.020217042	0.62678987	0.35165188	0.0007127487
a31	4.7736927e-07	2.0867074e-07	9.1408265e-07	1.3557375e-05	0.00047525731	0.05788197	0.9171643	0.024463288
a37	6.1023566e-06	2.968415e-06	1.7889954e-05	0.0006083547	0.023464546	0.60224426	0.37257376	0.0010821777
a35	3.6281486e-07	1.8537823e-07	1.0752074e-06	2.4918596e-05	0.0010637172	0.086499214	0.8809204	0.031490136
a31	2.7544831e-07	1.5245409e-07	7.2995067e-07	1.114436e-05	0.00040619608	0.05434991	0.89424866	0.050982866
a46	3.7666616e-06	1.7455237e-06	1.1583074e-05	0.00044897664	0.019394727	0.5610365	0.41729006	0.001812685
a31	1.012817e-07	7.499219e-08	5.413136e-07	1.5847363e-05	0.0008059257	0.06367911	0.8432255	0.09227286
a11	1.5428134e-06	8.282741e-07	7.2428543e-06	0.00039472888	0.019602409	0.5122905	0.46369547	0.0040072324
a31	7.676467e-08	6.647028e-08	6.1349715e-07	2.2178685e-05	0.0011981693	0.105841726	0.8170058	0.075931385
a46	9.5246645e-07	5.8809565e-07	6.4860246e-06	0.00046036424	0.023541333	0.4967996	0.47329345	0.005897208
a20	1.5518266e-08	1.8719817e-08	2.2119593e-07	1.3111277e-05	0.0008755819	0.051366664	0.6789602	0.26878417
</S>	7.631826e-09	1.1112292e-08	1.2686299e-07	6.4013643e-06	0.000444747	0.038807888	0.6670948	0.29364595
