 	lo	sentii	che	viene	</S>
a43	0.00011601926	0.0009526517	0.02751669	0.021277029	0.9501376
a17	0.009821193	0.005085597	0.0006033027	0.007858767	0.9766311
a11	0.010626262	0.0059490856	0.0007306702	0.009732518	0.9729614
a31	0.031050824	0.0103094615	0.00039114646	0.005456025	0.9527926
a46	1.5672464e-06	4.2034248e-05	0.0006462242	0.007410629	0.9918996
a6	0.007983361	0.0018324227	0.0006099541	0.0034131245	0.9861611
a31	0.013086507	0.0013296312	0.0005873098	0.0032374177	0.9817592
a15	1.1696041e-05	0.00036253457	0.0017047172	0.01017985	0.9877412
a20	0.0045057	0.0007908669	0.0011225642	0.0021812175	0.99139965
a31	0.006112879	0.0011773172	0.00093236193	0.0018360302	0.9899414
a17	0.0001335895	0.002601772	0.003406903	0.00893744	0.9849203
a31	0.00048121132	0.00025684742	0.0021129698	0.0014109086	0.995738
a13	0.00055127806	0.0077279117	0.009187162	0.008233112	0.97430056
a39	6.323888e-05	0.00010084748	0.0031770696	0.0013691101	0.9952897
a46	8.155918e-05	0.00028612345	0.0034954927	0.0010627041	0.9950741
a31	0.00011299221	0.0003672039	0.0049423147	0.00081004424	0.9937675
a18	0.0029531673	0.008590827	0.007666433	0.004269134	0.9765204
</S>	1.3998862e-05	0.00011857855	0.007270415	0.0011791565	0.9914179
