 	ora	ho	finito	di	scrivere	</S>
a23	8.000257e-06	4.1599737e-06	0.00040539313	0.056104034	0.8576123	0.085866004
a31	0.009575008	0.005383198	0.08323333	0.2355726	0.65543795	0.010797927
a28	4.6796296e-09	6.5450534e-10	1.07477206e-07	0.0022372145	0.9805265	0.017236155
a31	0.0001557642	5.7719608e-05	0.0010667172	0.028747443	0.9607462	0.00922604
a41	1.3455976e-09	1.9893995e-10	3.1630748e-08	0.0013464773	0.9839467	0.014706756
a21	4.737335e-06	1.7828722e-06	3.306056e-05	0.0027966453	0.98524195	0.011921905
a24	6.850996e-05	3.2870837e-05	0.00047990013	0.011725564	0.9723087	0.015384458
a31	0.0003816714	0.00072645093	0.0051338933	0.0068725594	0.8636426	0.12324275
a39	2.0072446e-07	5.700442e-08	2.8525558e-06	0.0012427625	0.99315953	0.0055945516
a31	0.00013596249	0.0002794994	0.001438245	0.0015713508	0.79553246	0.20104252
a28	6.160971e-08	2.2407814e-08	1.3209067e-06	0.0023505094	0.9929442	0.0047039874
a31	2.784773e-05	9.2841e-05	0.00023994171	0.00027915815	0.5742714	0.42508885
a20	1.5402881e-07	7.462154e-08	4.040419e-06	0.0072253784	0.98633516	0.0064351424
a37	1.985313e-06	9.139977e-06	1.58888e-05	4.166633e-05	0.2961138	0.7038175
</S>	5.6026374e-07	2.681309e-06	5.6692656e-06	3.5410958e-05	0.41658458	0.5833711
