 	voglio	che	Maria	è	di	venire	domani	</S>
a8	4.9209877e-08	2.514333e-07	6.7724786e-06	3.9623294e-05	0.0005564019	0.034590904	0.9630267	0.0017792418
a20	0.0005284651	0.001202063	0.004928644	0.004970493	0.0017064121	0.001523988	0.9828803	0.0022596028
a8	4.525072e-05	0.00011143768	0.0005496764	0.0008995606	0.0007749226	0.0009640059	0.9961318	0.00052331627
a20	0.00013290311	0.0003023273	0.0012980467	0.0016761742	0.0008800988	0.0010715751	0.99360305	0.0010358583
a31	4.5642013e-05	0.00010169721	0.00041400618	0.00056705787	0.00040994922	0.00061435526	0.99700266	0.00084464793
a28	1.3277719e-08	3.0394276e-08	1.5454475e-07	7.142404e-07	8.766924e-06	0.0004123238	0.99950993	6.811438e-05
a31	1.057637e-05	2.2060167e-05	8.263128e-05	0.00012212974	8.918295e-05	0.00019060256	0.99747866	0.0020041312
a18	7.327943e-10	1.7971237e-09	1.171092e-08	8.473425e-08	2.119878e-06	0.00075891946	0.99921143	2.739764e-05
a31	5.2533455e-06	9.733253e-06	3.083852e-05	3.9016864e-05	2.1228017e-05	7.499576e-05	0.9926158	0.0072030583
a3	1.2779927e-10	3.0730804e-10	2.1936455e-09	2.3796144e-08	1.1541739e-06	0.0015247809	0.9984573	1.6696751e-05
a31	1.6519961e-06	3.0833635e-06	1.0171739e-05	1.3755709e-05	8.360025e-06	5.9285387e-05	0.9852797	0.014624044
a18	2.594343e-10	6.108769e-10	4.5966804e-09	6.5284326e-08	3.7006996e-06	0.0033731668	0.99659914	2.3904464e-05
a31	1.8640135e-06	3.1806032e-06	9.063738e-06	9.900357e-06	4.3571063e-06	3.9196573e-05	0.9399507	0.05998163
a17	3.6174017e-10	8.227654e-10	6.0870597e-09	9.703824e-08	5.4404254e-06	0.0035252227	0.99643034	3.8962684e-05
a20	4.4194064e-07	7.773428e-07	2.304997e-06	2.5169725e-06	1.3736804e-06	3.710917e-05	0.88036627	0.11958925
a31	2.1559238e-08	4.3974467e-08	1.7483805e-07	2.6836804e-07	3.0920626e-07	3.3909728e-05	0.9442351	0.05573018
a20	7.4090303e-09	1.7645657e-08	1.4670798e-07	2.1677122e-06	5.0851788e-05	0.0052496027	0.9944569	0.00024034033
a31	4.4062165e-08	7.877353e-08	2.3898602e-07	3.016293e-07	3.623562e-07	3.4360695e-05	0.69549143	0.30447316
a20	1.793585e-08	4.1032006e-08	3.335718e-07	4.1941566e-06	5.4337455e-05	0.0033355765	0.99583495	0.0007705228
a46	4.404367e-09	8.014392e-09	2.6142152e-08	4.6707186e-08	1.254109e-07	3.0521198e-05	0.58079475	0.4191745
a31	4.5667115e-10	9.2005153e-10	4.081001e-09	1.1688568e-08	6.7254085e-08	4.0139512e-05	0.77471286	0.22524686
a46	5.2881923e-08	1.1136686e-07	7.8182785e-07	6.1001833e-06	3.223091e-05	0.0014737725	0.99476755	0.003719357
a8	5.399061e-10	9.800765e-10	3.4974725e-09	9.535538e-09	5.6313542e-08	2.6609503e-05	0.49036643	0.5096069
a39	9.1429385e-11	1.7224096e-10	7.3906364e-10	2.821467e-09	2.4898611e-08	2.1518312e-05	0.6986304	0.30134806
a31	2.0155128e-10	4.0274997e-10	2.0596378e-09	9.775959e-09	1.17032194e-07	6.895191e-05	0.7777057	0.22222516
</S>	8.9991005e-08	1.7773246e-07	1.0959991e-06	6.632579e-06	2.5374286e-05	0.00087205647	0.9919704	0.0071242377
