 	non	mi	aspetti	non	vengo	</S>
a33	1.9061044e-06	4.647666e-05	0.00028263775	0.09621355	0.8613482	0.042107202
a31	0.03001407	0.110899955	0.05903668	0.07050126	0.7024539	0.027094081
a37	6.9616507e-10	1.6950128e-08	5.3732896e-07	0.017916132	0.9711278	0.010955487
a35	2.1312293e-05	9.895671e-05	0.00021389413	0.006291323	0.95914805	0.034226418
a31	4.3805336e-05	0.00020023639	0.00028626792	0.0052936547	0.95217615	0.04199985
a7	1.852167e-10	3.296202e-09	9.4049234e-08	0.004324168	0.987219	0.008456743
a18	1.2651926e-06	5.335995e-06	1.024965e-05	0.000846012	0.9034987	0.095638394
a24	1.1155828e-05	3.5769703e-05	1.9422778e-05	0.0003880135	0.72388947	0.27565616
a31	0.0008035289	0.00288754	0.0011718435	0.007831517	0.8103568	0.17694876
a20	2.6041769e-06	2.8233226e-05	6.668229e-05	0.0095627615	0.9520604	0.038279276
a8	1.7165294e-06	5.167163e-06	2.7347628e-06	0.00039861095	0.45858115	0.54101056
a31	3.5507517e-07	1.2926633e-06	1.1268394e-06	0.00029502745	0.44213417	0.5575681
</S>	1.8085188e-06	1.7704137e-05	3.0032204e-05	0.005975494	0.8873919	0.10658309
