 	non	aveva	dove	a	stare	</S>
a31	5.277238e-06	0.0005404526	0.15074392	0.6805534	0.0936998	0.07445722
a8	9.96505e-07	3.3579985e-05	0.0024057864	0.9456008	0.03174693	0.02021193
a31	0.0029754438	0.012669322	0.050766453	0.52674854	0.1711655	0.23567477
a28	1.2174246e-09	1.2623012e-07	5.8230446e-05	0.95698184	0.030905336	0.012054352
a37	0.00019315649	0.0008050248	0.0033816597	0.11374668	0.29958263	0.5822909
a31	1.2129084e-05	7.6205375e-05	0.00059990666	0.107406795	0.3313606	0.5605443
a18	4.7479527e-09	3.577001e-07	8.326768e-05	0.93124217	0.04954133	0.019132912
a0	1.7934977e-05	4.2087657e-05	0.0001064063	0.0045315474	0.23907179	0.75623024
a23	3.411059e-06	1.5018797e-05	7.073728e-05	0.011886361	0.32172653	0.6662979
a8	2.736143e-05	5.5853576e-05	0.00011897489	0.006223105	0.26019514	0.73337954
a31	4.9616523e-05	0.00017500226	0.0004792548	0.013390152	0.28616813	0.69973785
a20	6.988507e-06	0.0003338714	0.0121319825	0.76594085	0.15309459	0.06849166
a31	1.1330875e-06	4.2027823e-06	1.4581725e-05	0.0018555273	0.27359346	0.7245311
a20	6.4493684e-06	0.00032680566	0.010689096	0.6609843	0.20298316	0.1250102
a24	2.5598013e-08	1.6379141e-07	1.1167128e-06	0.00069165806	0.24655226	0.75275475
a8	6.898784e-08	8.312769e-07	1.690656e-05	0.02171882	0.38330442	0.59495896
a31	9.832652e-08	8.7870706e-07	4.622667e-06	0.0010093295	0.20778908	0.791196
</S>	1.2822845e-05	0.00030279916	0.0055355695	0.26943946	0.35063514	0.3740742
