 	il	vino	buono	deve	essere	invecchiato	</S>
a24	3.1513737e-06	1.4081677e-05	0.00016308563	0.0002087455	0.012582585	0.986061	0.0009674394
a46	2.0788971e-07	8.118985e-07	1.0055512e-06	8.077535e-07	6.547155e-05	0.9987105	0.0012211159
a31	0.00014080232	0.00028094923	0.00025538253	0.000287194	0.0032306942	0.98971075	0.006094262
a17	4.958917e-08	3.0794155e-07	3.061489e-07	3.607226e-07	3.9428152e-05	0.9956767	0.0042828866
a37	5.3012103e-05	9.617946e-05	8.963038e-05	0.000119576776	0.001434541	0.98263586	0.015571158
a31	0.00069721794	0.0013199692	0.0009806511	0.0016855635	0.01827269	0.9514625	0.025581483
a39	2.5079586e-05	6.7448374e-05	4.2740445e-05	7.7873156e-05	0.0045903665	0.9857599	0.009436515
a31	0.0052237827	0.00784941	0.004549721	0.008097527	0.10158737	0.8672429	0.005449368
a37	6.807137e-05	0.0001398692	6.0252594e-05	0.00013374367	0.013809461	0.98250026	0.003288397
a31	0.0059824777	0.013905914	0.005646832	0.021214984	0.15402265	0.755653	0.043574102
a46	0.00017404248	0.0005186577	0.00017880111	0.00076981896	0.048850868	0.94487566	0.0046321717
a31	0.00069269317	0.001955074	0.00069668284	0.006246281	0.019920683	0.56229293	0.40819567
a46	0.00015250086	0.00060508144	0.00018808368	0.0013595208	0.047634903	0.9435371	0.0065228813
</S>	0.00013077668	0.00030504193	0.00011007922	0.0010414207	0.0035629515	0.3434345	0.6514153
