 	l	ho	sentito	che	veniva	</S>
a41	4.2557313e-06	4.042299e-05	0.0002014695	0.03977621	0.92748433	0.03249329
a31	0.00055489375	0.0015135111	0.0019890668	0.014780722	0.97718745	0.0039744456
a24	4.3096122e-09	3.816621e-08	2.24923e-07	6.6910594e-05	0.97476983	0.025162958
a15	1.6852372e-08	1.2715726e-07	5.991817e-07	0.00016871156	0.9282089	0.071621686
a28	3.1443953e-05	8.774372e-05	0.00012896236	0.0015865541	0.7815924	0.21657294
a0	0.00092894764	0.0023923947	0.0028596183	0.017201632	0.888766	0.087851495
a31	0.012883181	0.027661692	0.028077548	0.08283146	0.80382407	0.044722095
a11	0.0005917979	0.0021120703	0.003052202	0.028556759	0.9202475	0.045439713
a31	0.006631928	0.011877542	0.014526182	0.03258112	0.61056405	0.3238192
a39	8.884306e-05	0.00031246015	0.00064353464	0.0110948505	0.92758876	0.060271483
a20	7.500259e-05	0.00011198739	0.00015583982	0.0005163716	0.090985976	0.90815485
</S>	2.0669348e-05	3.2844073e-05	3.733716e-05	0.00015805576	0.0546563	0.94509476
