 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.00022586268	0.00043360237	0.0021872562	0.00945593	0.13513874	0.3585721	0.4939865
a31	0.3309835	0.22931013	0.24714312	0.012425703	0.03471737	0.09914315	0.046277013
a4	3.3851214e-07	1.5386548e-06	2.628588e-05	0.0004144521	0.057482358	0.57803994	0.36403513
a46	0.019657584	0.011645864	0.022463195	0.0022283432	0.030817267	0.45670125	0.45648652
a31	0.079101615	0.091683395	0.18109891	0.023588479	0.13568208	0.31697598	0.17186953
a28	8.999056e-07	4.0719497e-06	5.291988e-05	0.000494478	0.06301876	0.60095817	0.3354707
a27	0.028989015	0.029348083	0.057689574	0.009524235	0.08901926	0.49874663	0.28668317
a31	0.029247262	0.029879954	0.065816894	0.009224503	0.07550289	0.53309464	0.2572339
a49	2.6384932e-06	1.1551225e-05	0.00014710953	0.00078655937	0.09623496	0.6743367	0.22848053
a23	0.009951018	0.0066953204	0.012579504	0.0014127933	0.035250228	0.61177486	0.3223363
a31	0.0065016635	0.0020110372	0.0030093305	0.0006712765	0.024468152	0.5826984	0.38064006
a29	1.7973487e-05	7.432792e-05	0.0011402884	0.0030575478	0.27274805	0.5898655	0.13309623
a17	0.0011162272	0.0004161721	0.0008305169	9.111415e-05	0.006048686	0.6199814	0.37151584
a20	0.000737246	0.00027549107	0.0005130456	0.0001104363	0.0071075666	0.5989288	0.39232737
a17	0.0010606658	0.0005063243	0.0010088227	0.0001982437	0.006125452	0.5379424	0.45315808
a31	0.0014411891	0.0007566364	0.0014166038	0.00024735183	0.005897036	0.48410386	0.5061374
a20	0.0013786075	0.0017211061	0.0100608235	0.00088386383	0.050542183	0.77106243	0.16435093
a31	4.1076994e-05	2.3878561e-05	6.304827e-05	2.6693899e-05	0.0030248095	0.51351684	0.48330367
a3	0.0008159749	0.0014278797	0.018273402	0.0039601997	0.24401273	0.60434145	0.12716836
a31	3.3452716e-06	2.3245568e-06	9.629665e-06	6.794112e-06	0.0022793429	0.49489918	0.5027994
a8	0.0013218242	0.0021143134	0.027621612	0.0078504225	0.34734264	0.5071056	0.10664361
</S>	8.3650707e-07	8.2968234e-07	3.5909832e-06	5.1694674e-06	0.002539844	0.4735694	0.52388036
