 	perché	aveva	lavorato	molto	</S>
a46	3.5884605e-05	0.0016316466	0.9944713	0.0030721873	0.0007889375
a31	0.019483361	0.0031475306	0.8746581	0.09152883	0.011182162
a17	1.8457493e-08	5.199487e-05	0.9993794	0.0005267562	4.176001e-05
a31	0.0044805463	0.0015651952	0.74679726	0.21804658	0.029110419
a37	5.9438343e-09	2.2431019e-05	0.99858284	0.0012986406	9.622895e-05
a31	0.00057957065	0.00039370923	0.47065297	0.44084957	0.08752414
a18	9.566364e-09	3.0219431e-05	0.99661726	0.0031435841	0.00020894424
a10	0.0002446358	0.0001091203	0.18887226	0.6287473	0.18202665
a31	3.8674512e-05	5.1311392e-05	0.33166716	0.5796405	0.08860236
a46	1.8287724e-07	0.00013849615	0.965453	0.03241448	0.001993819
a20	1.0737785e-05	5.557683e-06	0.025525095	0.6323858	0.34207276
a11	2.4887609e-06	2.953473e-06	0.050072875	0.6754655	0.27445614
a18	3.8752005e-05	2.3092945e-05	0.035770673	0.5963499	0.36781758
a31	1.6043261e-05	2.4450806e-05	0.099356815	0.72245413	0.17814855
a0	0.00030605865	0.0013208827	0.3190755	0.6190482	0.060249373
a31	4.940582e-07	9.105204e-06	0.052678857	0.78971004	0.15760157
a8	1.8263545e-05	0.00047109378	0.23613377	0.72679424	0.036582608
a31	1.0102326e-08	9.3678307e-07	0.025210647	0.7884903	0.18629809
a7	8.01811e-06	0.00016986945	0.3940489	0.57833666	0.02743657
a31	7.1291355e-09	1.7839684e-06	0.020771258	0.7501486	0.2290783
</S>	1.5106145e-05	0.00017273104	0.44901836	0.519501	0.031292807
