 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	8.671513e-07	8.458367e-07	6.630826e-06	1.260248e-05	6.6017856e-05	0.09958033	0.27970776	0.6051147	0.01551016
a23	0.002918007	0.0016815785	0.0009983392	0.0011432552	0.0022115686	0.0042693038	0.019504763	0.9613014	0.0059718047
a31	0.0030572524	0.0020666595	0.001584915	0.0019047152	0.0039629093	0.011380415	0.02703476	0.94320595	0.005802398
a28	1.1461683e-08	1.0392084e-08	1.6517949e-07	3.187652e-07	9.537231e-07	0.0012356204	0.243629	0.7543961	0.000737766
a20	0.0003875047	0.0002727561	0.00022139984	0.00025144752	0.00041394308	0.00086490216	0.006085942	0.98649025	0.0050118724
a31	0.00028892639	0.00023026283	0.00021306027	0.00025576598	0.0004819428	0.001846004	0.010185133	0.9815885	0.0049104067
a8	7.0086985e-09	6.263067e-09	6.810022e-08	1.2266695e-07	3.19845e-07	0.00028319773	0.09765304	0.9014141	0.0006491406
a31	0.00029375363	0.00021835248	0.0001527495	0.00017058096	0.00026153168	0.0004505346	0.0052539534	0.9873167	0.005881907
a20	3.042743e-09	3.33114e-09	4.9619477e-08	9.152567e-08	2.0100968e-07	0.00030139438	0.12498738	0.87410706	0.00060385605
a31	0.0001058526	8.004047e-05	4.9086568e-05	5.045615e-05	7.0213086e-05	0.00012906393	0.0019459891	0.98707086	0.010498479
a36	3.850367e-09	4.4741606e-09	6.265414e-08	1.0992495e-07	2.2304566e-07	0.00032687373	0.10455442	0.89446086	0.00065744563
a24	5.1748342e-05	4.090142e-05	1.9820196e-05	1.8729232e-05	2.3576222e-05	4.7238387e-05	0.0012684985	0.9804577	0.018071821
a37	1.3598114e-06	1.7199419e-06	1.86071e-06	1.7294603e-06	1.9113409e-06	7.1893395e-05	0.0077805948	0.98178023	0.010358763
a27	6.95694e-05	5.205263e-05	2.3336857e-05	2.292502e-05	3.512879e-05	8.82492e-05	0.0020281854	0.9852011	0.012479433
a8	5.6686215e-05	4.1792533e-05	1.9844458e-05	1.977056e-05	3.4573623e-05	0.00013903332	0.0032887645	0.9871264	0.009273074
a23	6.3240186e-05	4.411505e-05	1.8368786e-05	1.8548268e-05	2.9430263e-05	8.138745e-05	0.0032647634	0.98693293	0.009547144
a31	5.0654144e-05	3.386938e-05	1.32808045e-05	1.3039143e-05	2.0820044e-05	7.476187e-05	0.003959513	0.9836706	0.012163489
a37	1.4672033e-06	1.3560875e-06	3.6658562e-06	4.773897e-06	1.1177251e-05	0.00087605	0.015350916	0.98236406	0.0013865434
a29	1.1794429e-05	9.056436e-06	3.854521e-06	3.6426868e-06	5.4858288e-06	2.5026116e-05	0.0012119621	0.98344916	0.015280036
a31	3.0187799e-05	2.1374959e-05	7.754273e-06	7.2705016e-06	1.245071e-05	5.910281e-05	0.0019804083	0.9829548	0.014926583
a13	1.398909e-06	1.4546395e-06	4.7482713e-06	6.0258585e-06	1.2774809e-05	0.0015484529	0.01997911	0.97685415	0.0015917418
a31	7.6227693e-06	6.3357784e-06	2.8934148e-06	2.6587982e-06	3.6230929e-06	2.0005862e-05	0.0011754768	0.9789702	0.019811068
a8	4.103555e-07	6.3667034e-07	4.9753303e-06	6.2809668e-06	9.4546185e-06	0.0032324204	0.05243905	0.94305086	0.0012558976
a31	7.1448403e-07	6.1653725e-07	3.9723963e-07	3.7541628e-07	3.7958625e-07	2.1805884e-06	0.0004814787	0.97050923	0.029004592
a21	2.9539868e-07	5.711765e-07	6.1523674e-06	7.638409e-06	9.317258e-06	0.0040694443	0.08914756	0.9054403	0.0013187942
a31	2.8340375e-07	2.614423e-07	1.9843084e-07	1.8504485e-07	1.7076387e-07	1.2737386e-06	0.00041668364	0.96033865	0.039242357
a29	3.5257003e-07	7.3128166e-07	7.820546e-06	9.428414e-06	1.0628519e-05	0.0042832815	0.08795234	0.90618116	0.0015542649
a31	2.9494177e-07	3.1338502e-07	2.2851249e-07	1.9802926e-07	1.8232457e-07	2.2916645e-06	0.00077813934	0.9625298	0.036688436
a46	5.467279e-07	1.1864286e-06	1.2806588e-05	1.5071426e-05	1.5904545e-05	0.0056198346	0.0711572	0.92125964	0.0019178453
a31	6.917261e-08	7.4940935e-08	7.838299e-08	6.91924e-08	5.193037e-08	7.5656703e-07	0.000392204	0.9230399	0.07656675
a49	4.7710154e-07	1.1049549e-06	9.844289e-06	1.0811527e-05	1.0569855e-05	0.003188817	0.05529485	0.9388683	0.0026151987
a3	2.0459401e-08	2.4334588e-08	3.4868126e-08	3.032523e-08	2.0910534e-08	6.453721e-07	0.000534674	0.93740946	0.06205516
a18	1.38692196e-08	2.0420542e-08	3.678219e-08	2.9765088e-08	2.282434e-08	1.521141e-06	0.0014450068	0.9640723	0.03448113
a31	5.9095083e-08	8.2319396e-08	1.3959507e-07	1.167863e-07	9.646037e-08	3.1151646e-06	0.0017628181	0.9688296	0.02940396
a8	1.495091e-06	3.175387e-06	2.034694e-05	2.0175166e-05	1.7641132e-05	0.00355203	0.04006824	0.9524437	0.0038732458
</S>	5.1850715e-09	7.2178836e-09	2.171626e-08	1.9326562e-08	1.1620485e-08	4.200982e-07	0.00039542315	0.9174014	0.08220276
