 	non	ti	dimentichiamo	mai	</S>
a8	4.379491e-06	0.01034672	0.9881265	0.0012546502	0.00026777652
a31	0.15989527	0.4043734	0.27413672	0.118501596	0.04309306
a20	1.1585883e-07	0.0002734025	0.99862814	0.0010759613	2.232456e-05
a31	0.016622283	0.15172566	0.5465523	0.25035697	0.034742806
a13	7.931866e-08	0.00018197003	0.9910585	0.008595541	0.0001639139
a31	0.004883066	0.06245	0.491563	0.39293262	0.048171293
a13	1.4081274e-07	0.0002941213	0.98238915	0.017055944	0.00026064937
a1	0.0024976172	0.02660945	0.19502538	0.65964395	0.11622359
a31	0.0021037422	0.041969515	0.1950297	0.6259924	0.13490456
a41	5.8091296e-06	0.003320154	0.9593401	0.03642068	0.0009132139
a15	0.0004984676	0.0062716044	0.052979838	0.68568426	0.25456578
a13	6.000657e-05	0.00071953895	0.011367662	0.83935314	0.14849965
a31	0.00047026886	0.0037377577	0.029363232	0.75406885	0.21235988
a11	0.001181815	0.08804377	0.8339485	0.067897335	0.008928528
a31	8.7900495e-05	0.0025620202	0.113206886	0.7389291	0.14521419
a46	0.00019977016	0.03740627	0.7868981	0.16047776	0.0150180645
a31	2.2352178e-07	1.4307686e-05	0.0062757027	0.80959916	0.18411061
a46	1.6806269e-05	0.0049948837	0.32780144	0.6149929	0.05219389
a31	1.5207801e-08	1.6017439e-06	0.0018130199	0.78549755	0.21268778
</S>	4.1533463e-06	0.0014727856	0.09268245	0.8470691	0.058771547
