 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a33	5.288638e-07	2.6519323e-05	1.8547897e-05	0.0015455475	8.4190986e-05	0.00014511288	6.26093e-05	0.00051095814	0.0007300159	0.0002739649	0.2777419	0.6920609	0.026799256
a31	0.0019332804	0.008663325	0.0017132203	0.0016648992	0.00025698057	0.00042543383	0.00049962004	0.0025555638	0.0014987823	0.00030997215	0.0025352773	0.95627916	0.021664478
a20	2.680916e-09	1.7544157e-07	5.6352917e-07	0.00016482257	2.1144017e-05	2.2455331e-05	4.940866e-06	1.115015e-05	2.462203e-05	6.802537e-05	0.28887463	0.709828	0.0009794412
a31	0.00020966046	0.0012885353	0.0004587127	0.0006057361	0.00012122499	0.00017836347	0.00019411663	0.000655534	0.00040672047	0.00011630665	0.00085186807	0.95927703	0.03563628
a28	6.7622347e-10	4.0934413e-08	1.159611e-07	4.1675015e-05	6.2623417e-06	6.221559e-06	1.2851776e-06	2.3070647e-06	5.286376e-06	2.0146994e-05	0.12638456	0.8720497	0.001482403
a20	8.465854e-05	0.0005563075	0.00020088164	0.0002975204	6.1776045e-05	8.9337285e-05	9.368425e-05	0.00029603537	0.00018856242	5.84991e-05	0.0005922393	0.95762604	0.039854422
a37	2.434156e-05	0.00022911254	7.630034e-05	0.00015745954	3.157235e-05	4.8245216e-05	4.9109298e-05	0.0001703731	0.00010824719	3.5988527e-05	0.00091371604	0.9653707	0.032784887
a31	1.9668681e-05	0.00017442003	5.164301e-05	0.00011499044	2.2278185e-05	3.3071734e-05	3.2226635e-05	0.000111411755	7.090499e-05	2.3962808e-05	0.0007337996	0.9592486	0.039362904
a20	5.075172e-09	2.579255e-07	5.134718e-07	9.125028e-05	1.811204e-05	1.7142967e-05	4.1995186e-06	5.839714e-06	1.1287883e-05	3.694419e-05	0.044203192	0.9530264	0.0025848453
a31	3.589053e-05	0.00021546171	4.848349e-05	6.575957e-05	1.6125528e-05	2.2317307e-05	2.404735e-05	6.7077795e-05	3.932781e-05	1.2510055e-05	0.00016036221	0.8231063	0.17618637
a46	4.231739e-09	2.9331363e-07	6.647557e-07	0.00016598692	3.9330036e-05	3.8197635e-05	9.43667e-06	1.0616117e-05	2.1486847e-05	7.46207e-05	0.046901055	0.9495753	0.003162974
a20	1.1501992e-05	7.808639e-05	1.743608e-05	2.9155137e-05	7.8430785e-06	1.0611745e-05	1.0876593e-05	2.7793825e-05	1.658623e-05	5.804413e-06	0.00010577721	0.7405145	0.25916392
a31	1.6439757e-06	1.6993028e-05	3.812354e-06	1.064729e-05	2.649342e-06	3.5793194e-06	3.2754715e-06	8.548185e-06	5.385127e-06	2.2086738e-06	0.00013582573	0.8267573	0.17304817
a20	1.5953354e-08	1.2782623e-06	2.650663e-06	0.0005607853	0.0001422392	0.00014654709	4.0711075e-05	4.3548047e-05	8.414159e-05	0.00023273705	0.04303581	0.9499223	0.005787287
a37	5.205425e-06	3.735577e-05	6.6771636e-06	1.33203985e-05	3.811786e-06	5.028166e-06	4.8773713e-06	1.1559781e-05	7.121156e-06	2.8385766e-06	8.083165e-05	0.60723877	0.39258265
a31	7.123192e-07	9.620107e-06	2.1327076e-06	9.551052e-06	2.4053502e-06	3.1458803e-06	2.5252245e-06	5.949014e-06	4.090047e-06	1.9825347e-06	0.00018673365	0.79266584	0.20710541
a17	4.5450662e-08	4.6253444e-06	9.241752e-06	0.0018511862	0.0004748	0.0005274648	0.00016291579	0.00017186886	0.00032235033	0.00068082014	0.041780002	0.9441865	0.0098283095
a31	9.772543e-07	7.3220795e-06	1.3395027e-06	4.3434293e-06	1.4537819e-06	1.807295e-06	1.5136474e-06	3.1175125e-06	2.1745614e-06	1.16765e-06	7.076862e-05	0.5910432	0.4088609
a18	3.2464225e-08	4.0713326e-06	8.959815e-06	0.0023850575	0.00064195064	0.0008044689	0.00026811243	0.00027455276	0.00052502827	0.00088538305	0.03830198	0.9451632	0.010737167
a37	1.9132405e-07	1.408515e-06	2.7371166e-07	1.7326071e-06	6.911634e-07	7.7894117e-07	5.200137e-07	8.1961207e-07	7.0013874e-07	5.9402043e-07	7.1530536e-05	0.46721873	0.5327021
a20	3.843828e-08	6.360406e-07	1.538897e-07	2.3083576e-06	8.2027594e-07	9.1099236e-07	4.938697e-07	7.727209e-07	7.470286e-07	7.4591236e-07	0.0002080646	0.72333145	0.2764529
a31	5.0452847e-08	7.9281364e-07	2.2699832e-07	2.2563374e-06	9.5364555e-07	1.0003827e-06	5.645057e-07	8.424316e-07	8.6979765e-07	9.588254e-07	0.00021296159	0.75454336	0.2452352
a11	2.1570935e-07	3.123822e-05	3.7002992e-05	0.0053531136	0.0011860159	0.0016952575	0.0007143715	0.00095237227	0.0015017116	0.0012413366	0.018002808	0.9518752	0.017409414
a31	2.3195318e-08	3.7521846e-07	1.459152e-07	3.935056e-06	1.8449658e-06	1.7783689e-06	7.5373015e-07	7.837007e-07	1.0310497e-06	1.8123479e-06	0.0003961189	0.6248679	0.37472352
a8	1.8264967e-07	2.550574e-05	2.2557711e-05	0.0032225188	0.00074065145	0.0010980963	0.0004777725	0.0006324666	0.0010166923	0.00072806946	0.011452868	0.9584793	0.02210331
</S>	5.272369e-10	7.7805815e-09	8.812099e-09	5.258433e-07	3.1205647e-07	2.7215142e-07	9.221346e-08	6.431523e-08	1.219602e-07	3.361599e-07	0.00011754829	0.4769219	0.5229588
