 	era	molto	stanco	</S>
a46	0.001022867	0.059715122	0.8987866	0.040475436
a8	0.015987748	0.010638645	0.84159255	0.13178109
a37	0.0103041865	0.008538643	0.82582176	0.15533543
a31	0.015779924	0.0111040445	0.6353544	0.3377616
a0	1.417569e-05	0.0021323543	0.97647494	0.021378541
a20	0.0006362845	0.00070223364	0.25262788	0.7460336
a31	0.0003188326	0.00054798555	0.18168655	0.81744665
a39	0.00014364101	0.0033909467	0.8644165	0.13204888
a41	5.8780603e-05	0.00014517376	0.07548106	0.92431504
a31	0.00017740087	0.0004616309	0.10785546	0.89150554
a28	0.00054478424	0.0053203115	0.7766216	0.21751341
a11	4.7521166e-06	6.5456145e-05	0.09709735	0.90283245
a20	3.354104e-05	0.00027980751	0.08720537	0.91248125
a31	2.1074631e-05	0.00032718977	0.20532134	0.7943304
a11	0.00025282177	0.002818722	0.51783705	0.47909144
</S>	2.9293299e-06	9.7591874e-05	0.07580002	0.92409945
