 	il	lenzuolo	vuole	lavato	</S>
a31	0.023810018	0.43132928	0.47980553	0.064828254	0.00022681132
a7	9.1108326e-05	0.0015163666	0.05166371	0.94546694	0.0012619395
a31	0.0005110646	0.0029500877	0.020516913	0.9699986	0.0060232715
a0	6.471997e-06	0.00014960738	0.012588855	0.9866073	0.0006477061
a17	0.0002614259	0.0011415402	0.010347354	0.97508097	0.013168672
a13	0.0012829358	0.0034377999	0.019260108	0.9654471	0.01057198
a31	0.082429826	0.08541633	0.070641235	0.7546967	0.0068159187
a17	0.0025554737	0.004930643	0.030245302	0.95865196	0.0036166534
a8	0.019874722	0.022998907	0.042020693	0.90842205	0.006683738
a31	0.013023519	0.014497409	0.029058859	0.9403316	0.003088636
a24	0.0009635443	0.002805814	0.040372647	0.95499945	0.00085859414
a46	0.00028505453	0.00094943366	0.020067954	0.9727858	0.0059117563
a24	0.01295548	0.010860144	0.024279447	0.9038705	0.04803441
a37	0.015462483	0.014299573	0.04522391	0.9026803	0.022333646
a31	0.017526718	0.0092918305	0.028100433	0.8727686	0.072312504
</S>	0.0038188545	0.0043834937	0.030272886	0.94367284	0.017851911
