 	da	da	un	famoso	poeta	</S>
a31	5.551181e-07	0.00016902537	0.018931095	0.97745776	0.0032626153	0.00017894023
a37	1.6257022e-07	6.7058363e-06	0.00050859817	0.9693317	0.030108191	4.4607517e-05
a31	8.129451e-05	0.00058847497	0.002310502	0.3158358	0.6806768	0.00050715054
a28	1.2470094e-09	1.3600898e-07	8.0851816e-05	0.8821671	0.117688075	6.3821346e-05
a31	4.9058094e-06	4.3970547e-05	0.0004067447	0.109070666	0.88996613	0.00050750026
a20	2.7122666e-09	2.4481824e-07	0.00010213901	0.6728411	0.3269654	9.1166745e-05
a13	5.4229145e-06	3.2512453e-05	0.00018735409	0.036089566	0.9623234	0.001361738
a39	9.634746e-06	6.274715e-05	0.0002395078	0.03055669	0.96669924	0.0024321978
a31	0.00010441412	0.00033317014	0.00054502004	0.020982115	0.96641266	0.011622583
a35	1.346337e-05	0.00034294763	0.005138608	0.23545015	0.75802106	0.0010337644
a31	8.2008546e-07	2.9461974e-06	2.0344238e-05	0.0024382884	0.97508574	0.022451837
a17	4.9473733e-06	0.0001335351	0.0018370831	0.09216432	0.90457225	0.0012878191
a31	4.9269715e-08	2.496076e-07	4.0893074e-06	0.0009389119	0.9586963	0.040360346
</S>	9.832243e-06	0.00019526778	0.0016455612	0.11526817	0.8810589	0.0018222425
