 	sto	e	cucino	</S>
a31	0.00021031928	0.0008085154	0.9506723	0.04830884
a20	9.926673e-06	0.00012447234	0.99364436	0.0062211426
a31	0.007567128	0.005632193	0.7958057	0.19099496
a37	2.8105445e-08	4.551726e-06	0.9949108	0.00508466
a18	0.00076781225	0.0007552563	0.47559673	0.5228802
a31	0.00026061625	0.00022736697	0.27896535	0.72054666
a20	1.7553269e-07	1.1825598e-05	0.98862153	0.011366447
a31	8.128504e-05	2.5771984e-05	0.031619024	0.9682739
a28	5.0465985e-07	2.872327e-05	0.9843395	0.015631353
a33	4.637785e-06	1.8048146e-06	0.007435659	0.9925579
a31	2.3040525e-07	3.3928833e-07	0.0039720093	0.99602747
</S>	0.00013976793	0.0005687869	0.75847447	0.24081695
