 	Marika	è	che	si	sposa	domani	</S>
a27	3.3293293e-08	4.2692886e-08	2.0941113e-07	0.0012763033	0.00028677852	0.99713635	0.001300261
a37	1.7117076e-05	1.9695133e-05	4.8717993e-05	0.002474794	0.00036303073	0.9969512	0.0001253822
a31	8.66893e-07	9.712371e-07	2.6080445e-06	0.0003325896	0.00015161248	0.99946314	4.8216058e-05
a11	6.2512447e-12	4.540324e-12	2.0565376e-11	1.392799e-07	7.812343e-06	0.999962	3.0055871e-05
a31	2.7466973e-07	4.2071844e-07	8.4526965e-07	4.36031e-05	1.8576862e-05	0.9997178	0.00021841485
a37	1.5563017e-12	1.3655092e-12	5.4968126e-12	4.6845496e-08	6.5049267e-06	0.9999776	1.5841553e-05
a31	3.0805847e-07	5.2846707e-07	9.309225e-07	3.0814223e-05	1.0074436e-05	0.9990972	0.00086010713
a6	1.123837e-12	1.2014288e-12	4.405353e-12	3.9422805e-08	5.7857546e-06	0.9999831	1.1123124e-05
a20	8.103742e-07	1.9506517e-06	2.6086877e-06	3.067017e-05	5.94026e-06	0.99285924	0.007098778
a31	2.881428e-08	6.514438e-08	1.03052386e-07	3.839965e-06	1.6578794e-06	0.99694103	0.0030532049
a20	5.1136382e-12	6.536128e-12	2.2203229e-11	1.4637644e-07	4.422815e-06	0.99998593	9.528514e-06
a31	3.4210032e-07	1.1840121e-06	1.3287029e-06	1.1681914e-05	1.6729809e-06	0.9502	0.04978383
a0	2.244152e-11	3.0574855e-11	1.03722246e-10	8.616214e-07	1.0198043e-05	0.99997234	1.6586226e-05
a20	6.2994495e-08	3.1762482e-07	2.690436e-07	2.4820974e-06	7.9714226e-07	0.7659306	0.23406552
a31	6.5451626e-09	3.1308478e-08	2.6034426e-08	7.3791574e-07	4.306618e-07	0.8208755	0.17912327
</S>	1.0752834e-08	1.9538316e-08	5.0340002e-08	8.5541404e-05	4.527957e-05	0.99943596	0.00043312032
