 	il	morto	si	piange	</S>
a20	6.1863215e-10	8.741739e-09	0.00011060326	0.9998894	1.7874521e-08
a31	1.2660985e-06	7.1432163e-07	0.00020364198	0.9997943	8.2533454e-08
a18	1.2957559e-11	3.3756345e-11	1.094089e-07	0.9999999	2.3646616e-09
a15	1.884135e-07	8.900363e-08	3.786081e-05	0.99996173	9.205547e-08
a31	1.0407021e-07	4.839096e-08	4.0466977e-05	0.99995923	1.6626471e-07
a15	1.7235076e-10	1.2773987e-10	1.9197758e-07	0.99999976	1.8490452e-08
a31	3.3177358e-07	8.1672425e-08	7.7604236e-05	0.99991953	2.3800287e-06
a29	1.9972038e-10	8.998944e-11	2.7598304e-07	0.99999976	2.0530793e-08
a31	2.3135124e-07	2.9829277e-08	7.8061166e-05	0.99991846	3.2397784e-06
a0	3.0980407e-10	8.7912864e-11	4.6251913e-07	0.9999995	1.940682e-08
a31	1.6105551e-07	1.8668649e-08	5.2195872e-05	0.99992454	2.3150737e-05
a13	2.2285002e-10	5.186043e-11	4.900121e-07	0.9999995	1.4058125e-08
a18	1.2045847e-07	1.1263058e-08	4.2757376e-05	0.99986947	8.7584645e-05
a41	3.5523414e-08	2.7001692e-09	1.8320372e-05	0.9998574	0.00012424713
a31	2.1379111e-07	1.0755523e-08	6.418204e-05	0.9995066	0.00042888464
a18	3.9160008e-07	1.7902405e-08	8.302462e-05	0.9999069	9.636036e-06
a31	8.232129e-08	3.6893317e-09	1.5056436e-05	0.9961521	0.0038326199
a46	4.1030376e-07	1.3212547e-08	0.000103214225	0.9997677	0.00012862244
a31	3.0359377e-08	2.1878044e-09	2.509566e-06	0.94135857	0.058638852
a0	1.5581462e-07	5.4538325e-09	5.0729686e-05	0.9990484	0.0009007089
a31	1.2836815e-08	1.0607516e-09	8.2247806e-07	0.8852983	0.114700854
</S>	1.0473926e-07	4.0627004e-09	4.9562528e-05	0.99908185	0.00086848304
