 	lo	posso	finire	di	scrivere	</S>
a20	3.820473e-06	8.671375e-05	0.0050181784	0.16658264	0.799577	0.028731626
a31	0.024621245	0.08534839	0.23311813	0.12999444	0.51101595	0.015901867
a39	1.4582894e-09	1.8496397e-08	3.2280047e-06	0.063379616	0.9327417	0.0038754921
a24	1.1319092e-05	3.9580747e-05	0.00030690248	0.013752107	0.97768426	0.008205891
a18	9.0968285e-08	4.8583945e-07	1.752475e-05	0.011276008	0.9852444	0.0034614496
a24	0.0008568541	0.0021431497	0.0044191806	0.007695121	0.9500358	0.034849856
a31	0.0017397684	0.0058941487	0.022979649	0.04040989	0.9140554	0.014921173
a20	5.331782e-05	0.0002532002	0.003984225	0.091717444	0.8973035	0.0066883573
a31	9.447623e-06	2.0017827e-05	4.319264e-05	0.00097030133	0.8606086	0.13834848
a1	1.1036046e-05	4.919054e-05	0.0010373549	0.02410891	0.9531663	0.021627178
a31	3.4775482e-07	8.0487206e-07	3.915687e-06	0.00054970203	0.7852143	0.21423084
</S>	2.7885664e-05	0.00010493803	0.0018224684	0.019944634	0.932727	0.04537309
