 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	2.3806504e-06	9.30461e-06	6.353792e-06	6.466433e-07	2.391565e-05	0.0054871193	0.00038779917	1.1022134e-05	0.0014124123	3.949769e-05	0.51671267	0.1193439	0.356563
a31	0.033842206	0.048815537	0.024990149	0.0066271434	0.06873369	0.29218885	0.034953497	0.0039741467	0.050380792	0.0013335815	0.27490395	0.037328403	0.12192805
a23	6.4881993e-09	2.6758173e-08	2.4713914e-08	1.120209e-09	2.1333026e-08	3.7579143e-06	4.2944607e-06	1.4904697e-07	1.0244073e-05	4.25551e-06	0.90128213	0.028585857	0.07010927
a31	0.012087319	0.021124119	0.013805868	0.0026555269	0.020240882	0.11333975	0.026594983	0.004021832	0.034846455	0.0018646602	0.31237194	0.079421766	0.3576249
a39	3.779768e-09	1.3200994e-08	1.0820056e-08	5.3124816e-10	8.475605e-09	1.3728616e-06	1.9426257e-06	7.216353e-08	4.3513974e-06	2.809302e-06	0.7981803	0.051671326	0.1501379
a8	0.0020963	0.0036942854	0.0023272694	0.00037922943	0.0028178715	0.017646365	0.0045323977	0.0006007129	0.0049966783	0.00035978397	0.09674216	0.11782893	0.74597806
a31	0.0065019797	0.0128971245	0.008605064	0.0014433783	0.012625096	0.08800434	0.021076322	0.0025350251	0.026152924	0.0016761662	0.37148494	0.08475001	0.3622477
a13	7.050899e-09	2.4784585e-08	2.0666194e-08	1.0262006e-09	1.4324669e-08	1.830583e-06	2.9377516e-06	1.2392127e-07	5.649266e-06	4.5651827e-06	0.8168898	0.048470113	0.1346249
a31	0.00117815	0.0020180582	0.0012353478	0.00021717927	0.0015014237	0.008643463	0.002193981	0.00029834794	0.002292005	0.00018738599	0.049931776	0.12773278	0.8025701
a46	6.9753887e-09	2.8867658e-08	2.5438377e-08	9.490658e-10	1.4852656e-08	2.1988078e-06	3.648278e-06	1.1981047e-07	5.9099825e-06	5.3893687e-06	0.8833998	0.036841944	0.07974092
a35	0.00067748886	0.0011358974	0.00070560083	0.00013574824	0.0008883047	0.004598656	0.0010838265	0.00013823289	0.0010171282	8.7882676e-05	0.023919431	0.13869068	0.82692105
a24	0.00027342228	0.00053712726	0.00028869454	4.202286e-05	0.00037284003	0.0029701102	0.0006811785	6.815723e-05	0.00069045305	8.451934e-05	0.04446186	0.1193403	0.8301893
a18	1.0073824e-05	2.6067437e-05	1.3577108e-05	8.8867915e-07	1.4805783e-05	0.00033872534	7.951344e-05	1.3932769e-06	4.6283807e-05	3.9034408e-06	0.060342964	0.1802624	0.7588594
a17	0.003364267	0.0045961756	0.0019487666	0.0005097495	0.004784048	0.015138381	0.0019317516	0.0002345851	0.0020193716	0.00020561654	0.05688609	0.14915024	0.759231
a43	0.0030817224	0.0046220813	0.0017728626	0.0004153566	0.0053060036	0.021709705	0.002421025	0.00026149998	0.0029965672	0.00029621943	0.11468501	0.1475821	0.6948499
a31	0.0018625006	0.0027639559	0.0009591698	0.00021563772	0.0031833542	0.013795418	0.001380186	0.000119300494	0.0016358055	0.00014407044	0.08855462	0.14732383	0.73806214
a20	5.5060127e-07	2.6892153e-06	2.4182966e-06	8.1767254e-08	1.623125e-06	0.00015730562	0.00012499395	2.6714347e-06	0.00014502084	2.244922e-05	0.89562887	0.04494356	0.05896765
a24	0.00018079534	0.0002426553	0.00011792908	2.9937464e-05	0.00022858923	0.00073862093	0.00011039178	9.567467e-06	7.939992e-05	7.803312e-06	0.0030851942	0.15648596	0.8386832
a49	1.21736275e-05	2.7532402e-05	1.2846686e-05	1.0113541e-06	1.4879058e-05	0.00022413238	4.4722372e-05	1.0043924e-06	2.489272e-05	2.5163304e-06	0.025731398	0.18281978	0.7910831
a39	0.001169057	0.002049472	0.000910298	0.00015704737	0.0019256459	0.0102020325	0.0012775528	9.919108e-05	0.0012344866	7.5478085e-05	0.041173715	0.16042633	0.7792997
a19	0.00096968	0.0015806148	0.0005751556	0.000107401414	0.0014725472	0.0072139404	0.0007958863	6.245437e-05	0.0007995734	7.447536e-05	0.047966823	0.15044785	0.7879336
a18	0.00024045486	0.00040000398	0.0001383876	2.0504456e-05	0.00030278447	0.0016901923	0.00020120859	1.1479777e-05	0.0001602479	1.8651723e-05	0.020759808	0.15536854	0.82068765
a31	0.0025827035	0.0037616657	0.0012321583	0.000282025	0.004023009	0.015803311	0.0015238998	0.00012459558	0.0016186911	0.00012210367	0.06050579	0.15992597	0.74849415
a17	4.8579036e-06	2.3077835e-05	1.8071312e-05	6.29487e-07	1.229008e-05	0.0009098495	0.0005163765	1.0630114e-05	0.0005189607	3.7259717e-05	0.62466824	0.15338688	0.21989286
a20	2.6298263e-05	3.8917307e-05	1.9448553e-05	3.502538e-06	3.5832512e-05	0.00015897072	2.6625086e-05	1.5014316e-06	1.6540092e-05	1.901513e-06	0.0016502634	0.1721771	0.82584304
a31	7.162159e-05	0.00012600815	5.1712355e-05	7.629901e-06	0.000108010354	0.0005939884	8.232156e-05	4.790154e-06	6.3132335e-05	7.992035e-06	0.008184284	0.17453152	0.81616694
a37	1.3074016e-06	7.4347054e-06	6.6243038e-06	1.6680852e-07	3.3840668e-06	0.0004378669	0.00034565627	3.621258e-06	0.00024225003	2.339879e-05	0.7161505	0.12395045	0.15882722
a31	8.343534e-06	1.31456145e-05	6.7042884e-06	1.0714705e-06	1.0740041e-05	5.6233122e-05	1.0522701e-05	4.516162e-07	5.392141e-06	6.55688e-07	0.0008637321	0.16845825	0.8305647
a20	5.771221e-07	3.850045e-06	3.6336157e-06	7.6624694e-08	1.5003195e-06	0.00029217952	0.0003148364	2.1871822e-06	0.00016837576	2.3675446e-05	0.74060935	0.11374576	0.14483407
a31	1.4250911e-06	2.0315742e-06	1.1441792e-06	1.9693123e-07	1.7078537e-06	8.714045e-06	2.2113813e-06	9.3016986e-08	9.919437e-07	1.9637778e-07	0.00035693342	0.15996224	0.8396621
a24	6.9254713e-07	4.6087525e-06	4.1979624e-06	1.0010026e-07	1.8006015e-06	0.00032761242	0.00034725975	2.2749798e-06	0.00016677285	2.4577117e-05	0.65972185	0.1444252	0.1949731
a20	1.7314051e-06	4.9318674e-06	2.9033902e-06	1.763786e-07	2.6207244e-06	7.0910304e-05	2.2154589e-05	2.2805592e-07	8.618655e-06	1.0210518e-06	0.040670622	0.28478065	0.67443347
a24	4.468986e-06	6.6223993e-06	3.6858467e-06	5.3426066e-07	5.318214e-06	2.7831931e-05	6.7959327e-06	2.943276e-07	3.259154e-06	6.4185366e-07	0.0009679025	0.1670592	0.8319135
a8	2.7610293e-05	7.190088e-05	3.4455414e-05	1.9522445e-06	3.5968875e-05	0.00075207686	0.00015570558	2.0958012e-06	7.791768e-05	5.337279e-06	0.0818037	0.21850842	0.69852287
a31	8.705277e-05	0.00012931462	6.9735e-05	8.7054395e-06	0.00011238157	0.0005390787	0.00011356497	5.7909488e-06	6.77492e-05	9.16543e-06	0.006484408	0.1867872	0.8055859
a29	8.345844e-06	5.91129e-05	5.3297616e-05	8.3049827e-07	1.889942e-05	0.0047039962	0.0036449225	1.2115728e-05	0.0013369897	6.512424e-05	0.6294205	0.14874344	0.2119324
a31	1.3260482e-06	2.599864e-06	1.4428035e-06	1.3610314e-07	1.6252211e-06	1.6497546e-05	4.57359e-06	9.374871e-08	1.6727829e-06	2.4727706e-07	0.0010131879	0.19756174	0.8013949
a28	6.63733e-06	4.5486835e-05	3.8374066e-05	7.792444e-07	1.4120045e-05	0.003191546	0.002582751	9.5446385e-06	0.00085409463	5.7186244e-05	0.41530505	0.21890837	0.35898605
a24	1.15514716e-07	2.1956849e-07	1.4833671e-07	1.4987608e-08	1.4222232e-07	1.6896706e-06	8.1200346e-07	1.5992521e-08	2.5637667e-07	6.261534e-08	0.00036662066	0.18435422	0.8152758
a46	1.6590338e-05	5.47399e-05	3.0292782e-05	1.2563075e-06	2.3967952e-05	0.0008486982	0.00021998456	1.7016347e-06	8.745417e-05	5.3219687e-06	0.11431606	0.2617608	0.62263316
a31	5.8888763e-06	1.0814322e-05	6.7950573e-06	5.862766e-07	7.0203832e-06	6.4768654e-05	2.0748326e-05	5.097683e-07	8.130998e-06	1.2244799e-06	0.0026595457	0.21077809	0.7864359
a33	3.1545183e-05	0.00019121064	0.00014728104	3.3893382e-06	5.8529597e-05	0.01189105	0.007158033	2.0579726e-05	0.0019221642	8.046162e-05	0.3233035	0.2269981	0.42819417
a17	4.1182943e-08	9.640027e-08	8.536323e-08	6.320766e-09	5.4507254e-08	1.0542898e-06	8.265254e-07	1.484384e-08	2.4567512e-07	7.7123374e-08	0.00045554424	0.18183589	0.8177061
</S>	2.2901895e-07	7.185323e-07	5.5684126e-07	3.0946023e-08	3.5345062e-07	1.3225521e-05	7.3808787e-06	7.5676574e-08	2.3079042e-06	4.5762857e-07	0.0046560275	0.24178803	0.7535306
