 	forse	sono	usciti	</S>
a23	4.8672977e-05	0.0048523396	0.9948738	0.00022508862
a31	0.016619284	0.54573196	0.43752047	0.00012832218
a23	3.0960266e-05	0.051317055	0.9479943	0.00065768923
a31	0.0019450402	0.25942662	0.73849833	0.00013002472
a10	3.803285e-05	0.0736589	0.9254319	0.00087118574
a37	7.403871e-05	0.023172338	0.97657883	0.00017472869
a31	5.6880424e-05	0.017554801	0.9822238	0.00016456793
a37	3.1972525e-06	0.011467501	0.9884067	0.00012259251
a31	4.3318955e-06	0.00082248927	0.99813735	0.0010357469
a39	6.0175666e-06	0.025603695	0.97431064	7.966118e-05
a31	1.2134534e-06	0.00023008291	0.9901738	0.009594823
</S>	0.0001132433	0.08290925	0.91665	0.00032743858
