 	è	che	stanno	ancora	alzati	</S>
a20	3.9992415e-06	8.270634e-06	0.00031634918	0.14213876	0.8113084	0.046224333
a31	0.024593541	0.030104	0.077227496	0.108927384	0.4892237	0.26992393
a20	3.793786e-09	9.670418e-09	4.4303212e-07	0.0044736364	0.9935197	0.0020061592
a31	0.0010148189	0.00129506	0.0037331644	0.013233582	0.676667	0.30405647
a20	8.085831e-10	2.0287843e-09	9.3055725e-08	0.0017490317	0.99660873	0.001642164
a28	0.00025185721	0.0003016191	0.0007785765	0.0029338019	0.5732053	0.42252883
a31	1.5596233e-05	2.0284837e-05	8.1362894e-05	0.00086687575	0.8169545	0.18206137
a29	2.1875142e-09	4.9639075e-09	1.6644333e-07	0.0015690114	0.9965443	0.0018865125
a46	1.5085715e-05	1.6556918e-05	3.945703e-05	0.00018801936	0.31420952	0.6855314
a31	3.377247e-06	3.6043502e-06	9.066219e-06	4.474712e-05	0.2708408	0.7290984
a20	2.3171912e-08	4.9981736e-08	1.5605849e-06	0.004818865	0.9892975	0.0058819163
a31	1.8897072e-06	1.6133183e-06	2.5859451e-06	1.0273371e-05	0.07960644	0.92037725
a39	8.856085e-08	1.9232478e-07	6.222579e-06	0.008296819	0.9779895	0.0137071945
a20	1.7099778e-07	1.4256828e-07	3.0324117e-07	5.2012947e-06	0.071178354	0.9288159
a8	2.2960554e-08	2.1521773e-08	7.9788805e-08	3.1448824e-06	0.096647024	0.9033497
a20	2.4245299e-08	2.437076e-08	1.11793106e-07	3.961401e-06	0.08749775	0.9124981
a24	7.078023e-08	7.83016e-08	5.178563e-07	2.0775988e-05	0.14083514	0.85914344
a46	6.6761464e-07	5.8853607e-07	2.3096263e-06	7.441731e-05	0.38024473	0.6196773
a8	4.820929e-07	4.873135e-07	2.3214438e-06	5.346526e-05	0.15094766	0.8489956
a23	1.1596058e-07	1.307256e-07	9.0605266e-07	3.7063248e-05	0.1484166	0.85154516
a8	1.7832011e-07	2.0691176e-07	1.4778371e-06	5.6563378e-05	0.1668087	0.83313286
</S>	1.9744539e-07	2.256033e-07	1.6493351e-06	7.775372e-05	0.18639894	0.81352127
