 	ho	cosa	a	fare	</S>
a23	6.028641e-06	0.00011535562	0.10475864	0.41461885	0.48050115
a17	0.03776452	0.053657494	0.2826943	0.44581413	0.18006955
a31	0.009677056	0.018686088	0.19204016	0.5433905	0.23620614
a8	9.671815e-09	3.286721e-07	0.006096179	0.80773157	0.1861719
a31	0.0023471408	0.0039665727	0.061011586	0.60370404	0.32897064
a13	1.5728105e-09	7.436754e-08	0.005800249	0.87441534	0.119784325
a24	1.2671162e-05	3.3732005e-05	0.002647143	0.4962936	0.5010128
a31	4.0653754e-07	1.7707011e-06	0.0011414298	0.5893246	0.40953177
a13	8.6647205e-08	1.4114571e-06	0.008566953	0.878862	0.11256947
a31	2.0699099e-05	1.4601586e-05	0.00026968835	0.18023296	0.81946206
a18	3.4104806e-07	4.4418725e-06	0.011933519	0.8105399	0.1775218
a0	9.400343e-07	6.1358264e-07	2.6359729e-05	0.075782426	0.9241897
a39	8.085759e-08	1.02883284e-07	1.6984666e-05	0.08706446	0.9129184
</S>	1.525386e-07	2.0015725e-07	3.1406296e-05	0.0897649	0.91020334
