 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	6.7680006e-08	3.394015e-06	2.3713055e-06	1.6177355e-05	2.2017932e-05	1.8205366e-05	1.7343707e-05	8.69587e-05	0.00078972324	0.9751795	0.0026311309	0.010265982	0.010967129
a24	4.812401e-05	0.0009342469	0.00086130406	0.0018143591	0.002316361	0.002124355	0.0018303009	0.0034380236	0.011864123	0.6103471	0.06331181	0.112491176	0.18861881
a28	3.638959e-05	0.0009625523	0.00040140937	0.0010040714	0.00100637	0.00084900117	0.00058966485	0.00075251446	0.0022813345	0.063127264	0.05955401	0.24652334	0.6229121
a39	0.0037604352	0.019625593	0.004926438	0.014874064	0.007973667	0.005232536	0.0073007583	0.012307653	0.008355311	0.020400237	0.01843621	0.19192892	0.6848781
a17	0.0015921737	0.011193313	0.0025026465	0.008941321	0.0047033452	0.003015518	0.0036525927	0.0060544936	0.0054526464	0.027647411	0.025411801	0.1935699	0.7062628
a31	0.008796227	0.044834998	0.009235067	0.03448639	0.017295	0.0107553825	0.015665058	0.02986872	0.019911483	0.066090435	0.031614214	0.16173656	0.5497105
a20	7.29219e-07	3.971859e-05	7.773327e-05	0.00013831694	0.00020455393	0.00022220178	0.00010630077	0.00016101493	0.0022041097	0.44536287	0.23452646	0.15379179	0.16316424
a31	0.00092957995	0.004900988	0.0010746456	0.0031032295	0.0016365906	0.0010832987	0.0014387644	0.0021389546	0.0013898201	0.00256801	0.005854638	0.18820785	0.7856736
a17	3.407021e-07	2.8191103e-05	6.703248e-05	0.0001100104	0.00019865767	0.00023319105	9.0943e-05	0.00011836095	0.0022455447	0.4595557	0.25237986	0.14553025	0.13944182
a8	0.00032634375	0.00197297	0.0004634261	0.0012894474	0.0007417374	0.0005053019	0.00066459656	0.0009650223	0.0006392463	0.0011958416	0.00450285	0.19722745	0.7895058
a31	0.0005201979	0.003516351	0.0007172278	0.002298752	0.0013913208	0.0009439532	0.0012722112	0.001925522	0.0012558554	0.0037146695	0.015038637	0.21766523	0.7497401
a8	3.546674e-07	2.6408754e-05	6.196711e-05	9.978419e-05	0.00019868884	0.0002435557	9.700318e-05	0.0001222262	0.0021963026	0.46081635	0.2567497	0.1430476	0.13633996
a24	0.00025370278	0.0014055156	0.00028794017	0.0008037346	0.00047017314	0.0003219051	0.00043533306	0.0006264783	0.00038188207	0.0006742602	0.004106081	0.2010183	0.7892146
a31	1.7165808e-05	0.0005052773	0.00010716156	0.0003172775	0.00031972583	0.00026785984	0.00017616722	0.00020229479	0.0005575751	0.013566841	0.05176512	0.25901145	0.6731861
