 	la	casa	la	costruisce	il	mastro	</S>
a20	5.9039294e-06	9.34856e-06	1.4562631e-05	9.2757604e-05	0.54858416	0.21837743	0.23291583
a17	0.030318564	0.028357185	0.011939367	0.0005252427	0.032986313	0.16503835	0.7308349
a10	0.014640117	0.014825992	0.006635912	0.00036908675	0.03194793	0.15349084	0.7780901
a24	0.0041813618	0.004709735	0.0023782752	0.00022310123	0.032533288	0.16543731	0.79053694
a46	5.9256927e-05	5.0415074e-05	1.7738246e-05	8.077728e-06	0.006789585	0.1960119	0.79706305
a8	0.0037298724	0.002312848	0.00059055124	6.996873e-05	0.014601815	0.23694809	0.74174684
a14	0.005572485	0.0028899612	0.00065460627	8.974184e-05	0.015313261	0.25239372	0.72308624
a31	0.03477175	0.018463966	0.003960521	0.00049637037	0.04678621	0.23024453	0.6652767
a20	0.0011412029	0.001884342	0.0016440446	0.0015991235	0.15402605	0.3615164	0.47818887
a41	0.00047002127	0.00039972842	0.00013379181	2.5863636e-05	0.014169652	0.29333755	0.69146335
a29	0.0020920392	0.0015621681	0.00044854122	6.7754285e-05	0.022432253	0.269784	0.7036132
a31	0.0030090953	0.0022808833	0.0006537792	9.9546916e-05	0.030118302	0.26360324	0.7002351
a30	0.0006183582	0.0012299909	0.0012270613	0.0015352373	0.1168732	0.38434562	0.49417052
a31	0.00020762136	0.00021481034	8.435415e-05	3.0600797e-05	0.016849928	0.2786456	0.70396703
a28	4.4558903e-05	0.00019962697	0.0006138807	0.005058668	0.11149314	0.43552238	0.44706777
a31	1.3344212e-05	1.5279165e-05	8.8148645e-06	1.3392404e-05	0.009334812	0.3518885	0.6387258
a17	3.91546e-05	0.00025289453	0.0012311944	0.009044485	0.15413676	0.4470466	0.3882489
a20	2.0200262e-07	2.946086e-07	3.4012234e-07	5.1865113e-06	0.005874435	0.39344046	0.60067904
a31	3.009748e-07	5.926927e-07	8.5123395e-07	2.163565e-05	0.014926659	0.38656646	0.5984835
a20	4.5169232e-05	0.00023997437	0.00087055593	0.0042196414	0.09988439	0.4822651	0.41247517
a29	2.8563914e-08	5.993494e-08	1.3029168e-07	1.0320485e-05	0.0063001974	0.3690389	0.62465036
a31	4.2661443e-07	1.0934585e-06	2.3331363e-06	0.00017211905	0.03137497	0.3720361	0.59641296
</S>	4.1420393e-05	0.00018381618	0.00053046376	0.002536425	0.06121404	0.4571034	0.47839049
