 	stava	ancora	cucinando	</S>
a8	0.00036966856	0.40067828	0.56373	0.035222046
a46	0.00680496	0.009971536	0.8382694	0.14495412
a24	0.0049078134	0.0074715274	0.87662786	0.11099283
a37	6.708006e-05	0.0007871158	0.7831983	0.21594758
a20	0.001180002	0.0044199084	0.81269604	0.18170409
a31	0.00076292653	0.0039532897	0.7652362	0.23004755
a37	0.01128953	0.08469222	0.86335593	0.040662296
a31	0.00020655662	0.0024354793	0.8405373	0.15682061
a20	0.0025461696	0.10782681	0.86160004	0.028026992
a31	1.5075235e-05	0.0006775745	0.76936626	0.22994111
a6	0.00082212745	0.06696663	0.90921634	0.02299492
a31	9.362964e-07	0.0001858847	0.68269724	0.31711596
a20	0.00042813987	0.04104274	0.94127923	0.01724992
a46	3.3846044e-07	0.00019552615	0.6140095	0.38579464
a31	1.8424345e-07	0.00020959662	0.6754757	0.32431453
</S>	0.00019198733	0.014039899	0.95295113	0.032816913
