 	forse	stanno	ancora	svegli	</S>
a31	1.0216252e-05	0.00039234766	0.64047843	0.3294833	0.02963572
a10	5.8154757e-07	2.7956587e-06	0.0049702884	0.98995084	0.005075477
a20	0.00012420004	0.0003892513	0.010739561	0.9712375	0.01750952
a31	9.329895e-05	0.000427907	0.0072581344	0.9508887	0.04133203
a18	2.0244348e-09	8.8410195e-09	6.018017e-05	0.9944343	0.0055055027
a31	9.313299e-05	0.00046098485	0.0027953584	0.7799095	0.21674101
a35	1.0995035e-09	5.7943543e-09	5.514205e-05	0.99500126	0.0049435287
a31	4.3116437e-05	0.00023112586	0.00086881034	0.5432536	0.45560342
a10	1.2498611e-09	7.7032e-09	8.788477e-05	0.9952878	0.004624236
a20	1.2531195e-05	7.412881e-05	0.00023522941	0.3464281	0.65325
a29	2.166437e-06	1.7554745e-05	7.727801e-05	0.30100346	0.6988995
a20	9.00168e-06	0.00010528322	0.00040630074	0.3383894	0.6610901
a31	8.905886e-06	0.00012814115	0.0004377358	0.311537	0.6878882
a28	3.8269327e-06	3.2955995e-05	0.0015325524	0.86909515	0.12933554
a8	3.074371e-07	3.0564142e-06	1.3697532e-05	0.062021263	0.9379617
a21	2.2557073e-07	1.709491e-06	1.7717193e-05	0.08265061	0.9173297
</S>	6.408237e-07	6.070545e-06	9.1424736e-05	0.16249996	0.83740187
