 	mia	figlia	vuole	andare	</S>
a46	6.65527e-06	0.00019142097	0.15637182	0.8348898	0.008540278
a31	0.015935034	0.024413384	0.13068914	0.8235488	0.005413684
a7	1.3235191e-09	5.497327e-08	0.00069053844	0.9988949	0.00041450662
a20	1.0955891e-05	3.3461623e-05	0.0013613435	0.9961617	0.0024324853
a31	7.934943e-05	0.0001322693	0.0021075152	0.9883583	0.009322604
a46	6.723366e-10	1.3031142e-08	5.756268e-05	0.99961865	0.0003237603
a31	8.459943e-05	7.652709e-05	0.0006496136	0.923167	0.07602224
a46	6.953217e-10	1.1798918e-08	6.36504e-05	0.99960965	0.00032679614
a31	2.0467482e-05	1.194632e-05	9.382235e-05	0.5906714	0.40920234
a11	6.2396617e-09	8.557077e-08	0.00021748882	0.9992086	0.0005738319
a3	1.3688906e-06	8.620083e-07	2.1370537e-05	0.45366696	0.5463095
a31	2.8106282e-07	2.6777184e-07	1.3272974e-05	0.40012345	0.5998627
a27	4.253625e-06	1.8139463e-05	0.002578418	0.9858622	0.011536932
a0	7.8427576e-08	9.541445e-08	5.422602e-06	0.102416776	0.89757764
</S>	2.4505438e-08	4.079936e-08	3.7880056e-06	0.12666756	0.8733286
