 	ho	finito	di	scrivere	</S>
a38	8.266878e-06	0.0030709177	0.16505	0.79746354	0.03440723
a31	0.071731314	0.32875416	0.069473535	0.5047251	0.025315903
a15	8.053875e-09	7.562911e-06	0.11563782	0.8817794	0.002575292
a18	0.0028881389	0.02255092	0.03174836	0.92375153	0.019061022
a31	0.0006993123	0.0079776505	0.017248793	0.95750123	0.016572973
a37	1.1648946e-08	5.7684483e-06	0.0514695	0.94714856	0.0013761893
a31	9.626296e-05	0.0005459733	0.0016625603	0.97019446	0.02750074
a0	5.000429e-09	3.3063604e-06	0.048940014	0.94999063	0.0010661669
a31	1.2245216e-05	4.5915993e-05	0.0002693534	0.94564396	0.054028586
a18	2.5924496e-08	1.6745851e-05	0.05512309	0.94335175	0.001508351
a31	1.2447076e-06	3.7340076e-06	7.0824186e-05	0.8724278	0.12749635
a39	3.3049554e-07	0.00014854604	0.041358683	0.9543583	0.0041340995
a20	6.642052e-08	4.3149268e-07	6.833554e-05	0.7911799	0.20875126
a31	6.5924297e-09	1.15752236e-07	5.8898262e-05	0.80927604	0.19066493
a8	8.780577e-06	0.0007311934	0.0145966085	0.9568172	0.027846135
a20	3.8877745e-09	6.723115e-08	5.1601848e-05	0.69247895	0.30746937
a31	1.2152667e-09	4.5919556e-08	5.486203e-05	0.74631226	0.2536328
</S>	9.995753e-06	0.00044803222	0.008703968	0.943962	0.046875987
