 	ancora	non	mi	sono	vestito	</S>
a8	2.5544858e-07	4.7491644e-06	0.0034756286	0.30906263	0.68712133	0.00033543375
a31	0.0005377033	0.00070567394	0.0017391617	0.0038508011	0.99287194	0.0002946881
a10	1.6156375e-10	3.966641e-09	2.151374e-06	0.0101465285	0.9898497	1.6346729e-06
a31	2.8829766e-06	5.860444e-06	2.3959996e-05	0.00019531192	0.9997272	4.482669e-05
a18	9.406277e-12	1.7650037e-10	9.389876e-08	0.0012864936	0.9987122	1.1332398e-06
a31	1.1451496e-06	1.6524378e-06	5.0356084e-06	4.2885367e-05	0.9997876	0.00016159368
a20	7.077601e-12	1.1640899e-10	5.3564737e-08	0.00069522765	0.9993036	1.0525105e-06
a31	8.1759015e-07	9.4386365e-07	2.270311e-06	1.7438157e-05	0.9992204	0.000758175
a13	1.3958121e-11	1.9906386e-10	6.6189415e-08	0.000451284	0.9995473	1.3520557e-06
a35	2.096069e-07	2.5014035e-07	7.446789e-07	9.8378505e-06	0.99812275	0.0018661219
a39	1.8333372e-08	2.6757041e-08	1.2462436e-07	3.93711e-06	0.9982981	0.0016977782
a46	5.6646112e-08	7.663883e-08	3.4312762e-07	6.4048127e-06	0.9969861	0.0030070473
a31	4.7441523e-07	4.7435051e-07	1.2226586e-06	1.0479204e-05	0.9858381	0.014149167
a20	4.896165e-08	3.7217896e-07	1.7696304e-05	0.000611789	0.9992537	0.000116427844
a31	1.2677545e-07	1.5993427e-07	6.9275524e-07	1.45580025e-05	0.9362054	0.06377913
a39	1.0633891e-07	7.8450574e-07	2.9483934e-05	0.0005585423	0.9990528	0.0003582358
a31	8.917687e-09	1.8954115e-08	1.9235429e-07	1.0985259e-05	0.87592614	0.1240627
</S>	1.8831945e-07	9.66399e-07	2.2643662e-05	0.00039515996	0.99877375	0.0008072091
