 	lo	posso	finire	di	fare	</S>
a20	1.0334672e-05	0.0001351932	0.0033455293	0.11967752	0.4905586	0.3862728
a31	0.038206402	0.111473754	0.24614151	0.100983866	0.25767368	0.24552074
a46	3.3227854e-09	2.739508e-08	1.7484477e-06	0.020577973	0.8856809	0.09373935
a31	0.00047579658	0.0012746488	0.004266844	0.01966156	0.58078104	0.39354008
a41	1.0008215e-09	6.764568e-09	5.316964e-07	0.015731929	0.93118906	0.05307853
a18	4.6917903e-06	1.10454675e-05	4.7527603e-05	0.0013956217	0.6302735	0.36826754
a7	3.995945e-06	8.020748e-06	2.0062862e-05	0.00014954944	0.30389103	0.6959273
a41	1.2496286e-05	2.6392596e-05	5.962162e-05	0.00018112217	0.16528404	0.83443636
a31	0.0001872368	0.0003834218	0.0006114204	0.0009403842	0.16005133	0.8378262
a0	2.7107673e-05	8.952109e-05	0.0007717189	0.016567074	0.7010407	0.28150392
a31	1.2383832e-06	2.3041714e-06	4.2267343e-06	6.861436e-05	0.16728482	0.8326388
a39	1.1163891e-05	3.6671274e-05	0.0005192846	0.010210381	0.69112664	0.29809576
a46	6.235769e-08	1.1389525e-07	3.2045628e-07	2.51118e-05	0.15284695	0.84712744
</S>	8.286392e-08	1.607559e-07	4.918929e-07	3.7764046e-05	0.15692535	0.8430362
