 	vuole	andare	a	Lecce	</S>
a20	3.2107673e-05	0.0007019716	0.03865534	0.3488224	0.61178815
a31	0.07616047	0.2146187	0.109185144	0.0077130822	0.59232265
a18	1.8833481e-07	1.0881849e-05	0.03222276	0.77460676	0.19315945
a46	0.0028534974	0.011414033	0.031914316	0.021763995	0.9320542
a37	0.0012013799	0.0051737027	0.016061429	0.025267547	0.9522959
a23	0.0007823184	0.0029510385	0.0052044755	0.009863629	0.98119855
a18	0.0022181906	0.0034815012	0.0015391693	0.0038335396	0.9889276
a38	0.006916612	0.011878851	0.0034175543	0.0029680647	0.9748189
a37	0.010143275	0.015597829	0.0031131757	0.0028538848	0.96829176
a31	0.022246711	0.036511473	0.006983598	0.004336862	0.9299214
a20	0.1237341	0.46201771	0.18770836	0.020161012	0.20637873
</S>	0.00013362932	0.00054602226	0.0007971857	0.019373342	0.9791499
