 	devo	pulire	l	albero	</S>
a39	0.0001729744	0.003992716	0.051579032	0.852499	0.0917563
a31	0.14388849	0.20973095	0.073457904	0.36417186	0.2087508
a35	2.03478e-07	1.8092653e-05	0.0085948985	0.989626	0.0017608472
a31	0.026438374	0.034912873	0.018923827	0.54754764	0.37217736
a20	6.911518e-08	6.7860838e-06	0.0054330477	0.99336183	0.0011982898
a31	0.009197361	0.0105689885	0.0060411454	0.468355	0.5058375
a37	6.552962e-08	6.538648e-06	0.0053788074	0.9936215	0.000993116
a1	0.0019344351	0.002164643	0.0013316756	0.3409432	0.653626
a20	5.498829e-05	0.00024380542	0.0012827438	0.88283646	0.115582
a31	0.0009304069	0.0009196984	0.000604002	0.27898857	0.71855736
a39	1.6714959e-06	9.232163e-05	0.010860649	0.984727	0.004318346
a10	0.00041266723	0.00037881333	0.00023104931	0.16272268	0.8362548
a29	0.00036686353	0.00060538715	0.00050872547	0.34361994	0.65489906
a46	0.0012822918	0.0012462029	0.00066281	0.24595308	0.75085557
a31	0.0004932528	0.00040695694	0.0004070268	0.16372429	0.8349685
a20	0.0054992884	0.022946302	0.01781315	0.58174896	0.37199238
a13	2.8981342e-05	4.9592134e-05	0.00012062957	0.13824749	0.8615533
a20	7.857145e-05	0.00013109694	0.00026674845	0.1693412	0.83018243
a31	3.3481818e-05	8.444529e-05	0.0002636821	0.15029605	0.8493223
a11	0.002905231	0.006315313	0.00557632	0.43160105	0.55360204
a17	7.509617e-06	2.8025937e-05	0.000109180575	0.1534992	0.84635615
a20	2.4268068e-06	1.4643154e-05	9.537215e-05	0.16787808	0.83200943
</S>	4.523283e-06	2.9539058e-05	0.00017844752	0.18645126	0.81333625
