 	credo	che	stanno	ancora	svegli	</S>
a31	6.3143744e-07	3.2426199e-06	0.0021092778	0.82987213	0.15522206	0.012792759
a20	1.0669793e-06	2.1059848e-06	9.4521194e-05	0.07822101	0.9151512	0.006530044
a21	0.0005577955	0.00083851774	0.003620347	0.01187873	0.8861452	0.09695941
a31	0.0005159001	0.00082100445	0.0036237012	0.01574154	0.88930464	0.089993164
a37	8.592347e-10	1.1870938e-09	1.5122164e-07	0.0044190707	0.99290705	0.0026737736
a31	0.000105022984	0.00015231548	0.0006145691	0.0016960418	0.75069225	0.2467398
a13	8.1677953e-10	1.1392107e-09	1.4480808e-07	0.00452251	0.9927287	0.0027485911
a31	5.103085e-05	7.48253e-05	0.0002607572	0.0007553406	0.67397684	0.3248812
a20	9.89552e-10	1.3887212e-09	1.7491661e-07	0.005297421	0.9918429	0.002859473
a31	4.179893e-05	5.8994643e-05	0.00014614896	0.00035837025	0.5125637	0.48683098
a39	1.173149e-09	1.6098604e-09	1.9649829e-07	0.0056782807	0.9910808	0.0032408035
a18	1.117209e-05	1.5939551e-05	4.0049792e-05	0.00016386765	0.50949204	0.49027693
a33	4.39377e-06	6.1468572e-06	2.5715779e-05	0.00026354552	0.6422196	0.3574806
a39	1.5977654e-05	2.7157554e-05	4.2306357e-05	0.00027159794	0.5174154	0.48222753
a31	9.1186475e-06	1.71891e-05	7.032378e-05	0.0007586517	0.74324626	0.25589848
a39	9.926414e-08	1.8029935e-07	1.4638244e-05	0.030950075	0.96236503	0.0066699614
a33	6.9429593e-06	1.1483086e-05	1.9730383e-05	9.866199e-05	0.36132374	0.6385395
a8	1.9601687e-06	3.8005962e-06	8.799548e-06	0.00012219812	0.3802755	0.6195878
a31	2.8540221e-06	6.1783367e-06	2.7986962e-05	0.0005160877	0.5606098	0.43883708
a7	3.5326656e-07	6.4741107e-07	3.8530856e-05	0.024594767	0.9601509	0.015214774
a31	6.912848e-07	1.1846836e-06	3.0169094e-06	5.943957e-05	0.33504146	0.66489416
a3	2.543679e-07	4.2631567e-07	3.0719635e-05	0.017710276	0.9614607	0.020797582
a31	4.5791445e-08	7.04982e-08	2.1161719e-07	1.3450117e-05	0.22663906	0.77334714
a13	3.6638554e-07	5.790345e-07	3.1460193e-05	0.010292461	0.9511834	0.038491756
a20	7.2361788e-09	1.0600028e-08	3.70223e-08	5.6817275e-06	0.14997815	0.8500162
a7	6.10035e-09	9.371893e-09	6.685413e-08	2.0922993e-05	0.28925398	0.710725
a35	5.616422e-08	9.480176e-08	6.6106765e-07	0.00014255822	0.54953444	0.4503222
a31	9.68549e-08	1.8104787e-07	1.3813878e-06	0.00021621333	0.5724021	0.42737997
a20	2.189793e-06	3.4283587e-06	9.549425e-05	0.012127778	0.9061898	0.08158135
a31	1.3018583e-08	2.0496385e-08	1.08832495e-07	2.2233146e-05	0.16630809	0.83366954
</S>	1.9714626e-06	2.862198e-06	6.727789e-05	0.0058677243	0.88355553	0.11050463
