 	non	sapeva	dove	a	stare	</S>
a20	8.522995e-05	0.00023026862	0.013399637	0.17932516	0.24509309	0.5618666
a31	0.04406727	0.0633551	0.26726696	0.57310545	0.025209	0.026996141
a37	6.265306e-08	2.2998326e-07	2.0601357e-05	0.11666499	0.41906065	0.46425352
a38	0.00062600133	0.0008762016	0.0057898588	0.38845333	0.23680907	0.3674455
a31	0.002230351	0.002939604	0.015645655	0.47429168	0.19018865	0.3147041
a41	6.1142465e-08	1.7582961e-07	1.0009664e-05	0.12782763	0.5107902	0.36137187
a10	0.00022286383	0.0002717511	0.0011640638	0.044407	0.21124567	0.74268866
a20	0.00013565832	0.00017183673	0.00072143885	0.017694697	0.18970443	0.7915719
a9	0.0002784231	0.00027562008	0.000657592	0.0035525598	0.11139267	0.8838431
</S>	0.00029427934	0.00022146846	0.00044978023	0.0019831785	0.095885016	0.90116626
