 	quella	famiglia	non	ha	da	mangiare	</S>
a20	3.4836528e-06	5.840854e-07	2.2013624e-07	1.419467e-05	0.03947736	0.94556135	0.014942836
a31	0.031358074	0.007696421	0.0008518714	0.004484693	0.024199106	0.9185991	0.012810767
a37	1.2854613e-08	2.4164117e-09	1.206202e-09	9.2561514e-08	0.0026046517	0.99600667	0.0013885685
a31	0.00080893066	0.00023828854	5.1548996e-05	0.00024847258	0.0029616416	0.98803526	0.007655892
a13	4.2730557e-09	8.4139046e-10	4.553268e-10	3.2565296e-08	0.0011541974	0.9980205	0.0008251989
a31	0.0003109245	9.173738e-05	2.2096356e-05	8.906352e-05	0.0012517204	0.98498917	0.013245316
a43	5.190321e-09	1.1794418e-09	7.892538e-10	4.449675e-08	0.0011150759	0.9984059	0.00047899896
a31	9.2217386e-05	2.7740036e-05	7.1884783e-06	2.390148e-05	0.0006052559	0.97744626	0.0217974
a20	1.35879175e-08	3.668764e-09	3.1240617e-09	1.279828e-07	0.0016108156	0.9980539	0.00033519382
a31	0.00015445972	4.4466073e-05	1.0216688e-05	2.6820091e-05	0.00036758036	0.8945669	0.10482947
a11	2.2699329e-08	6.935234e-09	6.942249e-09	2.505995e-07	0.0022073274	0.9974975	0.0002948531
a31	1.4958323e-05	4.422996e-06	1.2167985e-06	3.869453e-06	0.0002521525	0.9441402	0.0555832
a30	1.00617825e-07	3.4052384e-08	3.615439e-08	1.0248924e-06	0.003875445	0.9957254	0.00039794878
a31	7.1957197e-06	1.9140834e-06	4.445455e-07	1.4030699e-06	0.00015003026	0.8777191	0.12211985
a42	4.58893e-07	1.6412281e-07	1.600345e-07	3.7075367e-06	0.0053778435	0.99381775	0.0007999433
a20	7.3403555e-07	2.2285914e-07	7.228232e-08	1.9486656e-07	3.3701053e-05	0.49676612	0.5031989
a31	8.0374804e-08	2.540806e-08	1.1049032e-08	5.4167945e-08	4.240226e-05	0.6919244	0.30803305
a20	2.6425947e-05	8.281808e-06	3.3486717e-06	4.3530184e-05	0.01029371	0.98485905	0.004765668
</S>	3.456656e-08	1.518196e-08	1.3734268e-08	4.9586138e-08	2.4839055e-05	0.31654286	0.68343216
