 	forse	non	li	ha	a	casa	</S>
a28	8.7400275e-07	7.5339585e-07	2.538465e-05	0.0003637994	0.24184772	0.7501017	0.007659692
a10	0.00038216205	0.0003398355	0.0025549906	0.0044996766	0.109967984	0.8815647	0.0006906627
a31	1.8497314e-05	1.07678625e-05	0.00012359499	0.00050586567	0.075967595	0.92309374	0.00027991616
a21	3.2322256e-10	7.9455734e-11	1.5811918e-09	4.5339117e-08	0.0017833696	0.99740195	0.00081471156
a37	3.6946767e-05	2.9313274e-05	0.00017968344	0.00037815399	0.024366736	0.97417194	0.00083727395
a31	1.0839231e-05	7.673904e-06	6.137816e-05	0.00015876131	0.015321736	0.9837233	0.0007163034
a37	3.272937e-10	8.703739e-11	1.3626188e-09	2.3085137e-08	0.000358241	0.999124	0.00051780604
a31	8.924752e-06	9.721868e-06	5.018361e-05	6.203194e-05	0.002241823	0.9926649	0.0049623465
a37	4.5132925e-11	1.5127271e-11	2.3203357e-10	4.567692e-09	0.00027310092	0.9992204	0.00050645816
a31	4.375804e-06	6.251525e-06	2.4914052e-05	2.139789e-05	0.0005855579	0.97684616	0.02251132
a21	3.3872568e-11	1.5572727e-11	2.3999708e-10	4.6616826e-09	0.0004103283	0.998982	0.0006076315
a31	5.5633654e-06	1.27703515e-05	3.6625184e-05	1.645228e-05	0.00026495595	0.9126687	0.086994894
a20	1.0807418e-10	6.2132494e-11	1.0106459e-09	1.8503453e-08	0.0012300859	0.99812	0.00064988184
a31	1.5123271e-06	5.441966e-06	1.218476e-05	3.580448e-06	5.508239e-05	0.58991295	0.4100093
a37	1.5870217e-09	1.2002431e-09	1.9417035e-08	2.4627718e-07	0.0041114395	0.99487406	0.0010142653
a33	1.63558e-07	7.3806245e-07	1.5732348e-06	4.967532e-07	2.0488356e-05	0.3601996	0.63977695
</S>	2.3080535e-08	7.241612e-08	1.6975962e-07	1.1317232e-07	1.6714655e-05	0.43613744	0.5638454
