 	voglio	che	Maria	viene	domani	</S>
a33	1.5149688e-08	2.027172e-07	9.666201e-05	6.786939e-06	0.99942917	0.00046717317
a31	0.00026531186	0.00079985324	0.0037229406	0.0002971896	0.9947194	0.00019532166
a11	6.7216003e-12	6.1085324e-11	3.136908e-08	2.9205796e-07	0.9999292	7.0409376e-05
a31	5.1169e-08	1.4795711e-07	1.9019869e-06	5.2377895e-06	0.9998815	0.0001111337
a18	2.409172e-12	1.5890197e-11	5.8885012e-09	3.1766388e-07	0.9998528	0.00014679345
a31	1.02124524e-07	2.512365e-07	2.2414342e-06	7.263812e-06	0.9993475	0.00064259645
a42	1.7366175e-12	9.968452e-12	3.3735612e-09	3.536956e-07	0.9998404	0.00015928596
a37	9.084214e-08	2.119306e-07	1.5634795e-06	2.5879667e-06	0.99877554	0.0012200028
a31	3.782108e-08	8.9124725e-08	5.2635795e-07	8.037053e-07	0.9907066	0.009291967
a20	3.7232762e-11	1.8274356e-10	2.8515615e-08	6.551677e-07	0.99990666	9.26687e-05
a31	1.0841633e-06	1.7818222e-06	3.4354432e-06	1.1259675e-06	0.5861237	0.41386893
a8	1.0661653e-09	4.906204e-09	4.9927604e-07	3.7354005e-06	0.99981827	0.00017746257
</S>	8.092883e-08	1.5604097e-07	7.7883175e-07	3.3862656e-07	0.20187181	0.7981268
