 	non	ho	cosa	è	da	mangiare	</S>
a31	1.8599849e-07	4.258096e-07	1.1691949e-06	0.00025951155	0.016643543	0.97436	0.008735176
a8	1.944419e-08	3.6231388e-08	5.3257146e-08	1.9377533e-06	0.00028154918	0.9984113	0.001305053
a31	0.000320567	0.0004934775	0.00055002805	0.0030341255	0.003999801	0.8610872	0.13051485
a37	1.8351572e-11	4.0766654e-11	5.4007656e-11	5.7088134e-09	2.2535203e-05	0.9989096	0.0010679404
a20	1.5884014e-05	2.4381245e-05	2.3300563e-05	0.00013340577	0.00031890356	0.48833445	0.51114964
a31	2.611858e-06	4.2831016e-06	4.049911e-06	2.8754794e-05	9.099018e-05	0.3892522	0.6106171
a17	8.8509526e-11	1.9057131e-10	2.0399936e-10	1.6869503e-08	3.04336e-05	0.9963599	0.003609681
a20	6.5209524e-06	9.795104e-06	8.644207e-06	3.7546575e-05	4.2399293e-05	0.10186007	0.89803505
a31	6.844422e-07	1.1207433e-06	9.899546e-07	6.0620096e-06	1.2289667e-05	0.09373026	0.9062486
a39	4.7585327e-09	1.0177816e-08	1.0384931e-08	8.153986e-07	0.00023843229	0.990395	0.009365744
a35	3.291971e-07	5.0040217e-07	4.0415006e-07	1.9073e-06	5.7894335e-06	0.036159527	0.9638316
a39	8.3628755e-08	1.3757814e-07	1.14013865e-07	9.3829493e-07	5.2184123e-06	0.03504855	0.96494496
a46	2.5103375e-07	4.24377e-07	3.5241496e-07	4.021868e-06	2.5133677e-05	0.0638969	0.9360729
a35	4.4767856e-07	7.3580463e-07	6.1998963e-07	7.6701335e-06	4.862741e-05	0.07726125	0.9226806
a31	5.5897146e-07	9.317377e-07	7.9464496e-07	1.15982675e-05	9.034916e-05	0.113798946	0.88609684
</S>	4.808133e-06	9.196164e-06	8.17576e-06	0.0002073641	0.001960096	0.51001865	0.48779178
