 	si	è	rotta	la	coppa	</S>
a31	6.2649124e-05	0.00026615887	0.4647282	0.3741788	0.07500783	0.08575633
a20	0.00020373943	0.0006239007	0.05471433	0.7355151	0.09153007	0.117412776
a19	0.0014255196	0.0013031889	0.0025718666	0.005356155	0.05033286	0.9390104
a18	5.749277e-05	5.0551727e-05	0.00039384878	0.0066162357	0.0641832	0.92869866
a27	0.013414943	0.007956941	0.012159847	0.015867531	0.028436841	0.9221639
a31	0.0891979	0.059063833	0.13799651	0.09772932	0.024476038	0.59153634
a39	0.0021888467	0.006969504	0.5015424	0.4421437	0.0118263345	0.035329178
a31	0.003680363	0.002881589	0.012505884	0.070280276	0.08403812	0.8266138
a46	0.00095832924	0.0046389336	0.62566656	0.3084948	0.020896941	0.039344456
a31	7.3742754e-05	6.585228e-05	0.0005364166	0.018299175	0.11216245	0.86886233
a20	0.0010798835	0.005429113	0.57498163	0.2562301	0.056480322	0.105799004
</S>	1.4597601e-06	2.1276667e-06	5.922602e-05	0.0073029622	0.10175203	0.8908822
