 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	2.535184e-06	1.0338713e-05	7.556638e-06	1.0977823e-06	0.0007812857	0.01731488	0.0521519	0.5990009	0.33072957
a31	0.017552316	0.02423755	0.01212889	0.0033932142	0.10141532	0.08205532	0.067596585	0.6204295	0.07119136
a46	2.1043822e-09	9.892852e-09	1.0310864e-08	8.705398e-10	6.736981e-08	2.3955129e-06	0.0007586763	0.98914963	0.010089194
a8	0.005348092	0.008863335	0.0057092845	0.0013286023	0.019070521	0.022679487	0.025358777	0.62015206	0.29148984
a20	0.0034971277	0.006739039	0.004381303	0.00089856976	0.016750744	0.024125267	0.039491896	0.74329734	0.16081874
a31	0.0027875635	0.005090932	0.0026081842	0.0005681376	0.01245622	0.017218567	0.027898522	0.5965823	0.33478954
a20	1.11626015e-08	4.472904e-08	3.966327e-08	3.0756433e-09	1.17649144e-07	2.0886032e-06	0.00047631215	0.9769233	0.022598173
a13	0.0013738308	0.0020757853	0.0011070706	0.0002476962	0.0032581044	0.00241907	0.0016975405	0.1501889	0.837632
a14	0.0005316992	0.0009977503	0.00047202542	8.118753e-05	0.0017721433	0.0020099636	0.002749853	0.23663574	0.7547496
a0	0.0014209558	0.0022994953	0.00086477475	0.00019344597	0.005378208	0.004318537	0.002831549	0.17309387	0.8095992
a31	0.0018346136	0.0028995336	0.0010608537	0.00021060854	0.008451844	0.0051537235	0.005603971	0.34114522	0.63363963
a37	4.6279515e-06	1.658035e-05	1.1875914e-05	1.3530829e-06	4.952698e-05	0.00029189573	0.002184236	0.7629319	0.23450801
a35	0.00031645288	0.0005437261	0.00023788681	4.4967906e-05	0.0011181022	0.0006689035	0.00033466076	0.07543144	0.92130387
a17	0.0009797091	0.0015484422	0.0006061872	0.00011938754	0.0036931492	0.0020529397	0.0018061184	0.19540398	0.79379004
a31	0.00206428	0.0029391197	0.0010699655	0.00023052843	0.010345276	0.0053987713	0.006895017	0.40776414	0.5632929
a15	8.4438025e-06	3.007013e-05	2.0997e-05	2.3791345e-06	9.144048e-05	0.00044140418	0.0018435074	0.66336215	0.33419958
a31	0.00015971964	0.0002268284	9.776249e-05	1.8170611e-05	0.0004836367	0.0001985996	0.00016566705	0.070606224	0.92804337
a46	1.2344607e-07	6.3998806e-07	6.0649745e-07	3.3446966e-08	1.3976172e-06	1.3111299e-05	0.0006348954	0.9619343	0.037414856
a35	5.8414196e-05	7.400369e-05	3.6285455e-05	7.5234234e-06	0.00012950378	4.5529567e-05	2.9027342e-05	0.024286225	0.97533345
a20	0.00012317728	0.00020503961	8.559755e-05	1.3310797e-05	0.0004225657	0.00021208904	0.00023498652	0.08971086	0.9089924
