 	non	ha	che	li	aspettiamo	</S>
a46	2.354886e-11	2.3177281e-10	5.4924676e-08	0.00023329435	0.9997665	1.1448366e-07
a31	9.866012e-05	0.00022164131	0.0009930736	0.0081699975	0.99019927	0.00031726045
a15	5.0616385e-13	2.3511221e-12	1.8570001e-10	3.4280513e-06	0.99999654	1.0600776e-08
a31	1.629021e-05	3.151592e-05	0.00014626418	0.0030195874	0.99645966	0.00032661468
a28	5.576325e-13	2.3619587e-12	1.7178341e-10	3.5501903e-06	0.9999964	5.660536e-08
a20	2.8383326e-06	5.3048834e-06	2.8663464e-05	0.001222817	0.9982937	0.00044664252
a11	3.061036e-06	6.0856873e-06	3.563584e-05	0.0015587779	0.9927529	0.0056434954
a31	2.4282699e-05	6.546476e-05	0.0005638154	0.01978235	0.97171855	0.007845631
a11	2.3774719e-08	7.0417784e-08	1.6087702e-06	0.00082494144	0.9991503	2.3048206e-05
a31	1.7536995e-05	4.3624754e-05	0.00034008938	0.01098199	0.9819635	0.0066532567
a46	4.5407496e-08	1.1920835e-07	2.5097575e-06	0.0014549632	0.99850416	3.8167418e-05
a31	1.1706414e-05	2.0795253e-05	8.065102e-05	0.0015412598	0.87764966	0.1206959
a11	1.4042615e-07	3.4179953e-07	6.8868408e-06	0.0037439945	0.99602205	0.00022669796
a31	8.274471e-06	1.6694705e-05	7.889049e-05	0.0014446646	0.8527388	0.1457127
a11	3.618466e-07	9.0758954e-07	2.0538586e-05	0.010482039	0.988378	0.0011181384
a46	5.8861036e-07	1.0814273e-06	5.0845124e-06	0.00020065834	0.55076057	0.44903198
</S>	3.1986154e-08	5.8215708e-08	2.772891e-07	1.8131537e-05	0.3147979	0.6851836
