 	se	vieni	a	casa	ogni	sabato	</S>
a23	3.893364e-05	3.6755966e-05	3.6700345e-05	0.0021772124	0.03297988	0.68678886	0.2779417
a31	0.12685475	0.11187153	0.09356103	0.5350607	0.07619399	0.04178166	0.014676365
a11	7.141963e-08	5.525685e-08	3.9825302e-08	5.463836e-06	0.0046102246	0.84272045	0.1526637
a21	0.0007293394	0.0005486722	0.00044896544	0.004982272	0.05186641	0.756485	0.1849394
a31	0.015882926	0.012766075	0.010712825	0.09157491	0.25130418	0.5123971	0.10536192
a20	6.131601e-08	4.653124e-08	3.4664666e-08	3.591403e-06	0.0053125075	0.8903235	0.10436014
a31	0.0060257968	0.004997584	0.004457436	0.024992151	0.06255207	0.59749913	0.2994759
a10	4.008104e-08	3.0583667e-08	2.472691e-08	2.744686e-06	0.007913507	0.9151028	0.07698084
a31	0.000907432	0.00078021496	0.0007337911	0.0038075007	0.014303758	0.5712627	0.4082046
a21	5.755982e-08	4.281172e-08	3.8499127e-08	4.1698327e-06	0.014765454	0.92896247	0.056267817
a11	0.00040152448	0.00044793292	0.0005160059	0.0011741322	0.0016143018	0.23242481	0.76342124
a3	3.3853026e-05	3.6768917e-05	4.3246764e-05	0.00022361544	0.0009839943	0.29928952	0.69938904
a33	0.00032762726	0.00036147426	0.00046465237	0.0011389907	0.0006952097	0.10547059	0.8915414
</S>	0.00015047741	0.00015202182	0.00020901546	0.00030709806	0.00025060886	0.028229263	0.97070146
