 	l	ho	sentito	quando	veniva	</S>
a31	2.7519987e-05	0.0010162165	0.007176106	0.54586065	0.4149236	0.0309959
a46	1.1984096e-06	1.2924285e-05	3.9147733e-05	0.0024848625	0.9770592	0.020402718
a41	0.00047313125	0.0016945518	0.0024320104	0.020427838	0.94811034	0.026862163
a31	0.0024309892	0.00909118	0.014730472	0.09549725	0.8209603	0.057289854
a24	2.1193634e-06	2.4128954e-05	7.981102e-05	0.0052169166	0.89172107	0.102956
a31	3.6601235e-05	0.00038509676	0.0009529701	0.04236965	0.9214583	0.0347974
a15	3.8253447e-06	4.151788e-05	9.987348e-05	0.00789187	0.9695518	0.022411086
a46	0.0060933903	0.014878273	0.020308027	0.09028575	0.8218252	0.04660942
a31	0.007964037	0.01566685	0.026350465	0.079509236	0.66834164	0.20216778
a0	0.00017817237	0.0012254509	0.003262325	0.06606152	0.90302587	0.026246713
a41	0.0010704361	0.0018576775	0.0031812624	0.013058658	0.285386	0.69544595
</S>	0.00028382172	0.0006288771	0.0010212429	0.005370472	0.15435588	0.8383397
