 	non	ho	cosa	a	fare	</S>
a8	4.3802506e-06	2.1513028e-05	0.00021574882	0.26018342	0.4337057	0.30586916
a31	0.05515355	0.087487414	0.060404312	0.25886354	0.38253158	0.15555957
a37	2.66806e-09	1.952189e-08	5.1848616e-07	0.028284697	0.84897274	0.12274208
a11	0.000113466886	0.00023315022	0.0003672334	0.016273709	0.6043557	0.37865672
a13	4.683895e-06	1.1387331e-05	2.391516e-05	0.0053208903	0.63692564	0.35771352
a20	0.00028102243	0.00042781385	0.0003058518	0.0043226792	0.31265348	0.68200916
a31	0.0004807903	0.00061641744	0.00031994216	0.0032681364	0.21989916	0.77541554
a8	1.2405208e-06	4.3961995e-06	1.6309239e-05	0.007792807	0.7400901	0.25209513
a31	4.6287678e-05	4.568846e-05	1.9723057e-05	0.00043344052	0.19647086	0.80298394
a46	4.9416326e-07	2.0692855e-06	1.0340647e-05	0.018120939	0.8494008	0.13246529
a8	1.3754708e-06	1.4109173e-06	7.6492984e-07	4.7931127e-05	0.12385563	0.8760929
</S>	2.5390426e-07	3.3048224e-07	3.0902135e-07	3.6806057e-05	0.12550947	0.8744529
