 	vengono	vestiti	dai	genitori	</S>
a31	4.394233e-06	0.0006387154	0.9992963	5.6036195e-05	4.524357e-06
a46	2.877889e-05	0.0018948595	0.99231005	0.005744424	2.1837086e-05
a18	0.00059542514	0.004110489	0.0508635	0.9356398	0.008790746
a31	0.00038170844	0.007271803	0.07694173	0.90843475	0.006970048
a11	7.093969e-06	0.0036668272	0.96948606	0.026828866	1.120995e-05
a31	0.00062511634	0.0076591005	0.12757516	0.8512937	0.012846969
a39	6.3513066e-06	0.0035502163	0.96869385	0.027736885	1.2672394e-05
a31	0.00020993146	0.0018435804	0.048136514	0.9283168	0.021493323
a35	6.497762e-06	0.0034435336	0.9709725	0.025563467	1.4046427e-05
a31	5.1335322e-05	0.00030018497	0.013990686	0.9504013	0.03525649
a18	7.3421547e-06	0.0034005935	0.96848685	0.028085537	1.966467e-05
a0	1.4708326e-05	7.89838e-05	0.0068626176	0.9452349	0.047808763
a31	4.914259e-06	5.1504554e-05	0.008550615	0.97381955	0.017573426
a37	4.603136e-05	0.005955714	0.936391	0.057465587	0.00014181618
a20	1.5839801e-06	9.973535e-06	0.0043732906	0.944629	0.05098612
a31	6.182527e-07	6.4494416e-06	0.0033456425	0.96451133	0.03213594
a41	0.00010939693	0.005066492	0.7206753	0.27188662	0.0022621693
a20	2.6519237e-07	3.6619258e-06	0.004614352	0.94148713	0.05389453
a31	1.44627e-07	2.1746985e-06	0.0028548483	0.95246786	0.044675
a20	4.4927703e-05	0.0015288229	0.42977792	0.5580173	0.010631014
a39	2.7162306e-08	6.257091e-07	0.0020473888	0.92889434	0.06905768
a46	8.3942524e-08	1.9667775e-06	0.004270245	0.94303155	0.052696053
a41	6.7057194e-08	1.3474438e-06	0.0036146145	0.9569217	0.039462253
</S>	1.3123359e-07	2.9479966e-06	0.005994276	0.9579457	0.03605699
