 	hai	già	mangiato	</S>
a38	0.0002048433	0.8118319	0.15759684	0.030366348
a31	0.20983638	0.7230221	0.030816684	0.0363248
a20	1.7326596e-06	0.95258635	0.04573665	0.0016752844
a31	0.0120278355	0.9050697	0.054095164	0.02880725
a27	1.1455309e-06	0.9362481	0.060930114	0.0028206704
a31	0.0011668373	0.84453547	0.11683874	0.03745892
a20	1.2677325e-06	0.94588727	0.051651202	0.0024602513
a31	0.0007825053	0.38585714	0.37802878	0.23533155
a39	2.1805865e-06	0.9681557	0.030196961	0.0016452603
a20	2.7836162e-05	0.032419927	0.42051053	0.5470417
a10	8.8292325e-07	0.0033880547	0.41714096	0.57947004
</S>	1.307403e-06	0.004798566	0.34210894	0.65309125
